BODY;NAME;TYPECODE;LONGIN;LATIN;LENGTHKM;Feature_ID;Feature_Name;Clean_Feature_Name;Target;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;Approval_Status;Approval_Date;Reference;Origin;Additional_Info;Last_Updated
Venus;Muriel;AA;12.4;-41.7;20.2;4075;Muriel;Muriel;Venus;20.2;-41.7;12.4;-41.7;-41.7;12.4;12.4;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;v44;Approved;1994;82;First name from Greek.;;10/1/06
Venus;Muru Tholus;TH;305.5;-9;40;4076;Muru Tholus;Muru Tholus;Venus;40;-9;305.5;-9;-9;305.5;305.5;Planetocentric  +East  0 - 360;Europe;Estonia;Tholus, tholi;TH;v42;Approved;1997;107;Estonian deity of meadows.;;10/1/06
Venus;Muta Mons;MO;358.3;55.5;54;4081;Muta Mons;Muta Mons;Venus;54;55.5;358.3;55.6;55.3;358.6;357.8;Planetocentric  +East  0 - 360;Europe;Romania (Rumania);Mons, montes;MO;v07;Approved;1991;1;Roman goddess of silence.;;10/1/06
Venus;Muzamuza Corona;CR;205.4;65.6;163;4084;Muzamuza Corona;Muzamuza Corona;Venus;163;65.6;205.4;65.6;65.6;205.4;205.4;Planetocentric  +East  0 - 360;Asia;India;Corona, coronae;CR;v05;Approved;1997;127;Indian earth goddess.;;10/1/06
Venus;Mykh Imi Corona;CR;99;-73;150;4086;Mykh-Imi Corona;Mykh Imi Corona;Venus;150;-73;99;-73;-73;99;99;Planetocentric  +East  0 - 360;Asia;Siberia;Corona, coronae;CR;v57;Approved;1997;107;Khanty (Ob River Ugra) earth goddess.;;12/30/08
Venus;Mylitta Fluctus;FL;355.5;-54;1250;4087;Mylitta Fluctus;Mylitta Fluctus;Venus;1250;-54;355.5;-54;-54;355.5;355.5;Planetocentric  +East  0 - 360;Asia;Semitic;Fluctus, fluctūs;FL;v61;Approved;1991;27;Semitic mother goddess.;;10/1/06
Venus;Naatse elit Dorsa;DO;249;-66;950;4099;Naatse-elit Dorsa;Naatse elit Dorsa;Venus;950;-66;249;-66;-66;249;249;Planetocentric  +East  0 - 360;North America;Navajo;Dorsum, dorsa;DO;v60;Approved;1997;107;Navajo rainbow goddess.;;10/1/06
Venus;Nabuzana Corona;CR;47;-8.5;525;4101;Nabuzana Corona;Nabuzana Corona;Venus;525;-8.5;47;-8.5;-8.5;47;47;Planetocentric  +East  0 - 360;Africa;Uganda;Corona, coronae;CR;v33;Approved;1994;107;Ganda (Uganda) crop goddess.;;10/1/06
Venus;Nadeyka;AA;305.3;-54.8;9.3;4102;Nadeyka;Nadeyka;Venus;9.3;-54.8;305.3;-54.8;-54.8;305.3;305.3;Planetocentric  +East  0 - 360;Europe;Belarus;Crater, craters;AA;v61;Approved;1997;107;Belorussian first name.;;12/30/08
Venus;Nadia;AA;0.6;-27.9;11.3;4103;Nadia;Nadia;Venus;11.3;-27.9;0.6;-27.9;-27.9;0.6;0.6;Planetocentric  +East  0 - 360;Europe;Slavic;Crater, craters;AA;v44;Approved;1997;109;Russian first name.;;12/30/08
Venus;Nadine;AA;359.1;7.8;18.6;4104;Nadine;Nadine;Venus;18.6;7.8;359.1;7.8;7.8;359.1;359.1;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v31;Approved;1994;82;First name from French.;;10/1/06
Venus;Nadira;AA;201.5;44.1;31.4;4105;Nadira;Nadira;Venus;31.4;44.1;201.5;44.1;44.1;201.5;201.5;Planetocentric  +East  0 - 360;Asia;Uzbekistan;Crater, craters;AA;v14;Approved;1985;64;Uzbek poet (1791-1842).;;12/30/08
Venus;Nagavonyi Corona;CR;259;-18.5;190;4107;Nagavonyi Corona;Nagavonyi Corona;Venus;190;-18.5;259;-18.5;-18.5;259;259;Planetocentric  +East  0 - 360;Africa;Uganda;Corona, coronae;CR;v40;Approved;1994;107;Ganda (Uganda) crop goddess.;;10/1/06
Venus;Naguchitsa Fossae;FO;159.3;-35.6;730;4108;Naguchitsa Fossae;Naguchitsa Fossae;Venus;730;-35.6;159.3;-34.4;-36;163.2;155.4;Planetocentric  +East  0 - 360;Europe;Caucasus;Fossa, fossae;FO;v49;Approved;2003;65;Adygan evil warrior, old woman with iron teeth.;;12/30/08
Venus;Nahas tsan Mons;MO;205;14;500;4110;Nahas-tsan Mons;Nahas tsan Mons;Venus;500;14;205;14;14;205;205;Planetocentric  +East  0 - 360;North America;Navajo;Mons, montes;MO;v26;Approved;1997;107;Navajo Mother Earth.;;10/1/06
Venus;Nahete Colles;CO;241;38;400;4111;Nahete Colles;Nahete Colles;Venus;400;38;241;38;38;241;241;Planetocentric  +East  0 - 360;Africa;Benin;Collis, colles;CO;v16;Approved;1997;107;Fon (Benin) wife of sea god Agbe.;;10/1/06
Venus;Nahid Valles;VA;171;-55.1;500;4112;Nahid Valles;Nahid Valles;Venus;500;-55.1;171;-55.1;-55.1;171;171;Planetocentric  +East  0 - 360;Asia;Persian;Vallis, valles;VA;v58;Approved;1997;107;Persian name for planet Venus.;;10/1/06
Venus;Naijok Fossae;FO;337;-70.2;450;4114;Naijok Fossae;Naijok Fossae;Venus;450;-70.2;337;-70.2;-70.2;337;337;Planetocentric  +East  0 - 360;Africa;Sudan;Fossa, fossae;FO;v61;Approved;1997;107;Dinka (Sudan) evil deity.;;10/1/06
Venus;Nakai;AA;286.2;-61;4.5;4117;Nakai;Nakai;Venus;4.5;-61;286.2;-61;-61;286.2;286.2;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v60;Approved;1997;144;Cheyenne first name.;;10/1/06
Venus;Nalkowska;AA;290;28.1;22.2;4120;Nalkowska;Nalkowska;Venus;22.2;28.1;290;28.1;28.1;290;290;Planetocentric  +East  0 - 360;Europe;Poland;Crater, craters;AA;v17;Approved;1994;99;Zofia. Polish novelist, playwright (1884-1954).;;10/1/06
Venus;Nalkuta;AA;307.8;30.1;6.5;4121;Nalkuta;Nalkuta;Venus;6.5;30.1;307.8;30.1;30.1;307.8;307.8;Planetocentric  +East  0 - 360;Europe;Caucasus;Crater, craters;AA;v18;Approved;1997;107;Ossetian (N. Caucasus) first name.;;12/30/08
Venus;Nalwanga Corona;CR;247;48.7;380;4122;Nalwanga Corona;Nalwanga Corona;Venus;380;48.7;247;48.7;48.7;247;247;Planetocentric  +East  0 - 360;Africa;Uganda;Corona, coronae;CR;v16;Approved;1997;107;Ganda (Uganda) goddess of childbirth.;;10/1/06
Venus;Nambi Dorsum;DO;213;-72.5;1125;4126;Nambi Dorsum;Nambi Dorsum;Venus;1125;-72.5;213;-72.5;-72.5;213;213;Planetocentric  +East  0 - 360;Africa;Uganda;Dorsum, dorsa;DO;v59;Approved;1994;111;Ugandan sky goddess.;;10/1/06
Venus;Nambubi Fluctus;FL;135;-61;850;4127;Nambubi Fluctus;Nambubi Fluctus;Venus;850;-61;135;-61;-61;135;135;Planetocentric  +East  0 - 360;Africa;Uganda;Fluctus, fluctūs;FL;v58;Approved;1997;107;Ganda goddess, mother of god Mukasa.;;10/1/06
Venus;Namiko;AA;56.2;43.4;13;4128;Namiko;Namiko;Venus;13;43.4;56.2;43.4;43.4;56.2;56.2;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v09;Approved;1997;107;Japanese first name.;;10/1/06
Venus;Namjyalma Fossae;FO;2.7;2.5;560;4129;Namjyalma Fossae;Namjyalma Fossae;Venus;560;2.5;2.7;5;0;2;1.5;Planetocentric  +East  0 - 360;Asia;Tibet;Fossa, fossae;FO;v20;Approved;2000;154;Tibetan victorious mother.;;10/1/06
Venus;Nammu Farra;FR;169.4;2.3;160;4130;Nammu Farra;Nammu Farra;Venus;160;2.3;169.4;3;1.5;169.7;169;Planetocentric  +East  0 - 360;Asia;Assyro-Babylonian;Farrum, farra;FR;v25;Approved;2003;127;Assyro-Babylonian goddess of the waters of creation.;;10/1/06
Venus;Nana;AA;75.4;49.8;8.8;4134;Nana;Nana;Venus;8.8;49.8;75.4;49.8;49.8;75.4;75.4;Planetocentric  +East  0 - 360;Europe;Yugoslavia;Crater, craters;AA;v10;Approved;1985;98;Serbocroatian first name.;;10/1/06
Venus;Nana Buluku Coronae;CR;14;39.4;230;4135;Nana-Buluku Coronae;Nana Buluku Coronae;Venus;230;39.4;14;40.1;38.7;15.2;12.5;Planetocentric  +East  0 - 360;Africa;Dahomean;Corona, coronae;CR;v08;Approved;2003;65;Dahomean world creator deity, both male and female.;;10/1/06
Venus;Nancy;AA;272.2;6.4;4.4;14701;Nancy;Nancy;Venus;4.4;6.4;272.2;6.4;6.4;272.2;272.2;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v29;Approved;Jun 16, 2010;109;First name derived from Hebrew.;;6/16/10
Venus;Nanen Corona;CR;198.5;69.9;50;4137;Nanen Corona;Nanen Corona;Venus;50;69.9;198.5;70.5;69.3;200;196.5;Planetocentric  +East  0 - 360;South and Central America;Brazil;Corona, coronae;CR;v05;Approved;2000;127;Brazilian Earth and nature goddess.;;10/1/06
Venus;Nang byon Chasma;CM;316.5;4;450;4139;Nang-byon Chasma;Nang byon Chasma;Venus;450;4;316.5;4;4;316.5;316.5;Planetocentric  +East  0 - 360;Asia;Vietnam;Chasma, chasmata;CM;v30;Approved;1997;107;Thaichang/White Thai (Vietnam) moon goddess.;;10/1/06
Venus;Nang Pao Corona;CR;204.5;-47;160;4138;Nang Pao Corona;Nang Pao Corona;Venus;160;-47;204.5;-47;-47;204.5;204.5;Planetocentric  +East  0 - 360;Asia;Laos;Corona, coronae;CR;v50;Approved;2000;65;S. Laotian mythical ruler who called for rain, bringing fertility to the rice fields.;;10/1/06
Venus;Nanichi;AA;337.8;-44.8;19;4140;Nanichi;Nanichi;Venus;19;-44.8;337.8;-44.8;-44.8;337.8;337.8;Planetocentric  +East  0 - 360;South and Central America;Puerto Rico;Crater, craters;AA;v55;Approved;2000;163;Taino (Puerto Rico) first name.;;10/1/06
Venus;Nantosuelta Vallis;VA;193;-61.9;320;4146;Nantosuelta Vallis;Nantosuelta Vallis;Venus;320;-61.9;193;-61.9;-61.9;193;193;Planetocentric  +East  0 - 360;Europe;Celtic;Vallis, valles;VA;v59;Approved;1997;107;Celtic river goddess.;;10/1/06
Venus;Naomi;AA;70.3;6;17.5;4147;Naomi;Naomi;Venus;17.5;6;70.3;6;6;70.3;70.3;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v22;Approved;1994;82;First name from Hebrew.;;10/1/06
Venus;Naotsete Corona;CR;249.5;-58.3;200;4149;Naotsete Corona;Naotsete Corona;Venus;200;-58.3;249.5;-58.3;-58.3;249.5;249.5;Planetocentric  +East  0 - 360;North America;Pueblo;Corona, coronae;CR;v60;Approved;1997;107;Keresan Pueblo ancestor goddess, mother of all foreign (non-Keresan) people.;;10/1/06
Venus;Naran Dorsa;DO;238;-54;600;4151;Naran Dorsa;Naran Dorsa;Venus;600;-54;238;-54;-54;238;238;Planetocentric  +East  0 - 360;Asia;Mongolia;Dorsum, dorsa;DO;v59;Approved;1997;107;Mongolian sun goddess.;;10/1/06
Venus;Narina Tholi;TH;80;-25.8;55;4154;Narina Tholi;Narina Tholi;Venus;55;-25.8;80;-25.8;-25.8;80;80;Planetocentric  +East  0 - 360;Oceania;Australia;Tholus, tholi;TH;v46;Approved;2000;127;Australian wild bird goddess.;;10/1/06
Venus;Narundi Fossae;FO;329;-66.5;700;4156;Narundi Fossae;Narundi Fossae;Venus;700;-66.5;329;-66.5;-66.5;329;329;Planetocentric  +East  0 - 360;Asia;Elamite;Fossa, fossae;FO;v61;Approved;1997;107;Elam goddess of victory.;;10/1/06
Venus;Nastya;AA;275.8;-49;12.5;4160;Nastya;Nastya;Venus;12.5;-49;275.8;-49;-49;275.8;275.8;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v53;Approved;1997;107;From Anastasiya, Russian first name.;;12/30/08
Venus;Natalia;AA;272.9;67.1;10.8;4161;Natalia;Natalia;Venus;10.8;67.1;272.9;67.1;67.1;272.9;272.9;Planetocentric  +East  0 - 360;Europe;Romania (Rumania);Crater, craters;AA;v06;Approved;1985;98;Romanian first name.;;10/1/06
Venus;Natami Dorsa;DO;258;-71.5;800;4162;Natami Dorsa;Natami Dorsa;Venus;800;-71.5;258;-71.5;-71.5;258;258;Planetocentric  +East  0 - 360;Asia;Burma;Dorsum, dorsa;DO;v60;Approved;1997;107;Mon (Burma/Myanmar) beauty fairy.;;10/1/06
Venus;Naunet Fluctus;FL;136;-81;200;4166;Naunet Fluctus;Naunet Fluctus;Venus;200;-81;136;-81;-81;136;136;Planetocentric  +East  0 - 360;Africa;Egypt;Fluctus, fluctūs;FL;v62;Approved;2000;65;Ancient Egyptian (Heliopolis) sky goddess.;;10/1/06
Venus;Navka Planitia;PL;317.6;-8.1;2100;4170;Navka Planitia;Navka Planitia;Venus;2100;-8.1;317.6;0.8;-16.9;322.2;313;Planetocentric  +East  0 - 360;Europe;Slavic;Planitia, planitiae;PL;v42;Approved;1982;27;East-Slavic mermaid.;;10/1/06
Venus;Navolga Corona;CR;296.5;-48.6;170;4171;Navolga Corona;Navolga Corona;Venus;170;-48.6;296.5;-48.6;-48.6;296.5;296.5;Planetocentric  +East  0 - 360;Africa;Uganda;Corona, coronae;CR;v53;Approved;1997;107;Ganda (Uganda) goddess of childbirth.;;10/1/06
Venus;Nayunuwi Montes;MO;83;2;900;4172;Nayunuwi Montes;Nayunuwi Montes;Venus;900;2;83;2;2;83;83;Planetocentric  +East  0 - 360;North America;Chickasaw;Mons, montes;MO;v22;Approved;1997;107;Cherokee stone-clad female monster.;;10/1/06
Venus;Nazit Mons;MO;240;22.5;350;4174;Nazit Mons;Nazit Mons;Venus;350;22.5;240;24;21;241.3;238.8;Planetocentric  +East  0 - 360;Africa;Egypt;Mons, montes;MO;;Approved;2003;83;Egyptian winged serpent goddess.;;10/1/06
Venus;Ndara Tholus;TH;16;-57.5;70;4175;Ndara Tholus;Ndara Tholus;Venus;70;-57.5;16;-57.5;-57.5;16;16;Planetocentric  +East  0 - 360;Asia;Indonesia;Tholus, tholi;TH;v56;Approved;1997;107;Toraji (Sulavesi Isl., Indonesia) underworld and earthquake goddess.;;10/1/06
Venus;Ndella;AA;60.7;-15.9;5.9;4176;Ndella;Ndella;Venus;5.9;-15.9;60.7;-15.9;-15.9;60.7;60.7;Planetocentric  +East  0 - 360;Africa;Senegal;Crater, craters;AA;v34;Approved;1997;107;Wolof first name.;;10/1/06
Venus;Ndoi Corona;CR;230.3;-20.3;225;4177;Ndoi Corona;Ndoi Corona;Venus;225;-20.3;230.3;-19.5;-20.8;230.9;229.5;Planetocentric  +East  0 - 360;Africa;Mende;Corona, coronae;CR;v39;Approved;2003;127;Mende (Sierra Leone) Earth and nature goddess.;;10/1/06
Venus;Neago Fluctus;FL;351;49.3;0;4179;Neago Fluctūs;Neago Fluctus;Venus;0;49.3;351;49.3;49.3;351;351;Planetocentric  +East  0 - 360;North America;Seneca;Fluctus, fluctūs;FL;v19;Approved;1991;64;Seneca (USA) goddess of silence.;;11/17/08
Venus;Neda;AA;313.5;16.7;7.7;4185;Neda;Neda;Venus;7.7;16.7;313.5;16.7;16.7;313.5;313.5;Planetocentric  +East  0 - 360;Europe;Macedonian;Crater, craters;AA;v30;Approved;1997;107;Macedonian first name.;;10/1/06
Venus;Nedko;AA;317.6;-8.8;8.5;4186;Nedko;Nedko;Venus;8.5;-8.8;317.6;-8.8;-8.8;317.6;317.6;Planetocentric  +East  0 - 360;Asia;Siberia;Crater, craters;AA;v42;Approved;1997;107;Nenets (Samoyed) first name.;;12/30/08
Venus;Nedolya Tesserae;TE;294;5;1200;4187;Nedolya Tesserae;Nedolya Tesserae;Venus;1200;5;294;5;5;294;294;Planetocentric  +East  0 - 360;Europe;Slavic;Tessera, tesserae;TE;v29;Approved;1997;107;E. Slavic bad fate goddess.;;12/30/08
Venus;Neegyauks Tholus;TH;200;-68.6;30;4188;Neegyauks Tholus;Neegyauks Tholus;Venus;30;-68.6;200;-68.6;-68.6;200;200;Planetocentric  +East  0 - 360;North America;American;Tholus, tholi;TH;v59;Approved;2000;26;Tlingit (SE Alaska) volcano woman and frog princess.;;10/1/06
Venus;Neeltje;AA;124.4;12.4;10;4189;Neeltje;Neeltje;Venus;10;12.4;124.4;12.4;12.4;124.4;124.4;Planetocentric  +East  0 - 360;Europe;Netherlands (Dutch);Crater, craters;AA;v24;Approved;1997;107;Dutch first name.;;10/1/06
Venus;Nefertiti Corona;CR;48.2;35.9;371;4190;Nefertiti Corona;Nefertiti Corona;Venus;371;35.9;48.2;35.9;35.8;49.8;46.6;Planetocentric  +East  0 - 360;Africa;Egypt;Corona, coronae;CR;v09;Approved;1991;1;Beautiful Egyptian queen (c. 1390-c. 1354 B.C.).;;10/1/06
Venus;Nehalennia Corona;CR;10;14;345;4193;Nehalennia Corona;Nehalennia Corona;Venus;345;14;10;14;14;10;10;Planetocentric  +East  0 - 360;Europe;Teutonic;Corona, coronae;CR;v20;Approved;1994;27;Teutonic fertility goddess.;;10/1/06
Venus;Nei Teukez Corona;CR;258.8;14.2;90;4195;Nei-Teukez Corona;Nei Teukez Corona;Venus;90;14.2;258.8;14.6;13.7;259.3;258.4;Planetocentric  +East  0 - 360;Oceania;Micronesia;Corona, coronae;CR;v28;Approved;2003;149;Micronesian (Gilbert Islands, Kiribati) mother of gods.;;10/1/06
Venus;Nekhebet Fluctus;FL;35;0;400;4200;Nekhebet Fluctus;Nekhebet Fluctus;Venus;400;0;35;0;0;35;35;Planetocentric  +East  0 - 360;Africa;Egypt;Fluctus, fluctūs;FL;;Approved;1997;83;Egyptian vulture goddess.;;10/1/06
Venus;Nelike;AA;329.2;-26.8;6.3;4201;Nelike;Nelike;Venus;6.3;-26.8;329.2;-26.8;-26.8;329.2;329.2;Planetocentric  +East  0 - 360;Asia;Nanai;Crater, craters;AA;v54;Approved;1997;107;Nanay (E. Siberia) first name.;;12/30/08
Venus;Nemcova;AA;125.1;5.9;22.9;4381;Němcová;Nemcova;Venus;22.9;5.9;125.1;5.9;5.9;125.1;125.1;Planetocentric  +East  0 - 360;Europe;Czechoslovakia;Crater, craters;AA;v24;Approved;1991;99;Božena. Czech novelist, poet (1820-1882).;;11/17/08
Venus;Nemesis Tesserae;TE;181;40;355;4204;Nemesis Tesserae;Nemesis Tesserae;Venus;355;40;181;40;40;181;181;Planetocentric  +East  0 - 360;Europe;Greek;Tessera, tesserae;TE;v14;Approved;1985;1;Greek goddess of fate.;;10/1/06
Venus;Ne Ngam Mons;MO;257.5;-43;200;4178;Ne Ngam Mons;Ne Ngam Mons;Venus;200;-43;257.5;-43;-43;257.5;257.5;Planetocentric  +East  0 - 360;Asia;Laos;Mons, montes;MO;v52;Approved;1997;107;Lao world creator goddess.;;10/1/06
Venus;Nephele Dorsa;DO;138.8;39.7;1937;4209;Nephele Dorsa;Nephele Dorsa;Venus;1937;39.7;138.8;47.5;29.2;139.1;138.9;Planetocentric  +East  0 - 360;Europe;Greek;Dorsum, dorsa;DO;v12;Approved;1985;1;Greek cloud goddess.;;10/1/06
Venus;Nepra Vallis;VA;24.2;1.4;350;4210;Nepra Vallis;Nepra Vallis;Venus;350;1.4;24.2;1.4;1.4;24.2;24.2;Planetocentric  +East  0 - 360;Europe;Slavic;Vallis, valles;VA;v20;Approved;1997;107;E. Slavic goddess of Dneper River.;;12/30/08
Venus;Nepret Corona;CR;6.8;52.7;303;4211;Nepret Corona;Nepret Corona;Venus;303;52.7;6.8;52.8;52.6;8.7;4.1;Planetocentric  +East  0 - 360;Africa;Egypt;Corona, coronae;CR;v02;Approved;1991;84;Egyptian grain goddess.;;10/1/06
Venus;Nepthys Mons;MO;317.5;-33;350;4212;Nepthys Mons;Nepthys Mons;Venus;350;-33;317.5;-33;-33;317.5;317.5;Planetocentric  +East  0 - 360;Africa;Egypt;Mons, montes;MO;v54;Approved;1991;83;Egyptian goddess of barren lands.;;10/1/06
Venus;Neringa Regio;RE;288;-65;1100;4216;Neringa Regio;Neringa Regio;Venus;1100;-65;288;-65;-65;288;288;Planetocentric  +East  0 - 360;Europe;Lithuania;Regio, regiones;RE;v60;Approved;1997;107;Lithuanian seacoast giantess.;;10/1/06
Venus;Nertus Tholus;TH;247.9;61.2;66;4219;Nertus Tholus;Nertus Tholus;Venus;66;61.2;247.9;61.5;61;248.3;247.6;Planetocentric  +East  0 - 360;Europe;Germany;Tholus, tholi;TH;v06;Approved;1985;1;German/Norse vegetation goddess.;;10/1/06
Venus;Nevelson;AA;307.8;-35.3;69.8;4227;Nevelson;Nevelson;Venus;69.8;-35.3;307.8;-35.3;-35.3;307.8;307.8;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v54;Approved;1994;99;Louise. American artist (1899-1988).;;10/1/06
Venus;Ney Anki Fluctus;FL;105;-37;950;4237;Ney-Anki Fluctus;Ney Anki Fluctus;Venus;950;-37;105;-37;-37;105;105;Planetocentric  +East  0 - 360;Asia;Siberia;Fluctus, fluctūs;FL;v47;Approved;2000;65;Khanty (Ob River Ugra) mother of fire.;;12/30/08
Venus;Neyterkob Corona;CR;204.7;49.7;211;4238;Neyterkob Corona;Neyterkob Corona;Venus;211;49.7;204.7;50.2;49.3;206.1;203.3;Planetocentric  +East  0 - 360;Africa;Kenya;Corona, coronae;CR;v14;Approved;1991;64;Masai earth/fertility goddess.;;10/1/06
Venus;Ngaio;AA;61.8;-53.3;9.5;4239;Ngaio;Ngaio;Venus;9.5;-53.3;61.8;-53.3;-53.3;61.8;61.8;Planetocentric  +East  0 - 360;Oceania;New Zealand;Crater, craters;AA;v57;Approved;1997;107;Māori first name.;;12/1/10
Venus;Ngone;AA;331.9;6;12.2;4240;Ngone;Ngone;Venus;12.2;6;331.9;6;6;331.9;331.9;Planetocentric  +East  0 - 360;Africa;Senegal;Crater, craters;AA;v31;Approved;1997;107;Wolof (W. Africa, Senegal) first name.;;10/1/06
Venus;Ngyandu Vallis;VA;12;-62;500;4241;Ngyandu Vallis;Ngyandu Vallis;Venus;500;-62;12;-62;-62;12;12;Planetocentric  +East  0 - 360;Africa;Bantu;Vallis, valles;VA;v56;Approved;1997;107;Swahili name for planet Venus.;;10/1/06
Venus;Nichka Dorsa;DO;354;-10;550;4247;Nichka Dorsa;Nichka Dorsa;Venus;550;-10;354;-9.2;-10;356;351;Planetocentric  +East  0 - 360;Europe;Ukraine;Dorsum, dorsa;DO;v43;Approved;2000;153;Ukrainian night deity.;;12/30/08
Venus;Nicole;AA;259.3;48.4;6.4;4252;Nicole;Nicole;Venus;6.4;48.4;259.3;48.4;48.4;259.3;259.3;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v16;Approved;1997;109;French first name.;;10/1/06
Venus;Nightingale;AA;132;62;0;6878;[Nightingale];Nightingale;Venus;0;62;132;62;62;132;132;Planetocentric  +East  0 - 360;Europe;Great Britain;Crater, craters;AA;v04;Dropped;1982;46;Name changed to Nightingale Corona.;;3/1/07
Venus;Nightingale Corona;CR;129.5;63.6;471;4262;Nightingale Corona;Nightingale Corona;Venus;471;63.6;129.5;63.7;63.5;133.6;125.4;Planetocentric  +East  0 - 360;Europe;Great Britain;Corona, coronae;CR;v04;Approved;1985;59;Florence. English nurse (1820-1910).;;10/1/06
Venus;Nijinskaya;AA;122.5;25.8;36.2;4264;Nijinskaya;Nijinskaya;Venus;36.2;25.8;122.5;25.8;25.8;122.5;122.5;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v12;Approved;1991;99;Bronislava. Russian dancer (1891-1972).;;12/30/08
Venus;Nijole Mons;MO;185;45;150;4266;Nijole Mons;Nijole Mons;Venus;150;45;185;45;45;185;185;Planetocentric  +East  0 - 360;Europe;Lithuania;Mons, montes;MO;v14;Approved;1997;107;Lithuanian underworld goddess. Spelling changed from Niola Mons.;;10/1/06
Venus;Nike Fossae;FO;340;-59.5;800;4267;Nike Fossae;Nike Fossae;Venus;800;-59.5;340;-59.5;-59.5;340;340;Planetocentric  +East  0 - 360;Europe;Greek;Fossa, fossae;FO;v61;Approved;1991;43;Greek goddess of victory.;;10/1/06
Venus;Nikolaeva Patera;PE;267.5;33.9;100;6979;Nikolaeva Patera;Nikolaeva Patera;Venus;100;33.9;267.5;34.2;33.7;268;267;Planetocentric  +East  0 - 360;Europe;Russia;Patera, paterae;PE;v16;Approved;2006;107;Olga V.. Russian planetologist/geochemist (1941-2000).;;12/30/08
Venus;Nilanti;AA;331.4;-38.2;9.2;4269;Nilanti;Nilanti;Venus;9.2;-38.2;331.4;-38.2;-38.2;331.4;331.4;Planetocentric  +East  0 - 360;Asia;Sri Lanka;Crater, craters;AA;v55;Approved;1997;107;Singalese first name.;;10/1/06
Venus;Nilsson;AA;277.6;-75.9;27.3;4280;Nilsson;Nilsson;Venus;27.3;-75.9;277.6;-75.9;-75.9;277.6;277.6;Planetocentric  +East  0 - 360;Europe;Sweden;Crater, craters;AA;v62;Approved;1994;99;Christine. Swedish opera singer, violinist (1843-1921).;;10/1/06
Venus;Nimba Corona;CR;204.5;32.8;88;4284;Nimba Corona;Nimba Corona;Venus;88;32.8;204.5;33.3;32.4;205;204;Planetocentric  +East  0 - 360;Africa;Guinea;Corona, coronae;CR;v14;Approved;2006;127;Guinea (West Africa) Earth and mother goddess.;;10/1/06
Venus;Nin;AA;266.4;-3.9;27.1;4285;Nin;Nin;Venus;27.1;-3.9;266.4;-3.9;-3.9;266.4;266.4;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v40;Approved;1994;99;Anais. French novelist (1903-1977).;;10/1/06
Venus;Nina;AA;238.7;-55.5;24.6;4286;Nina;Nina;Venus;24.6;-55.5;238.7;-55.5;-55.5;238.7;238.7;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v59;Approved;1994;82;First name from Russian.;;12/30/08
Venus;Ningal Lineae;LI;60.7;9;225;14780;Ningal Lineae;Ningal Lineae;Venus;225;9;60.7;10;8;61.7;59.7;Planetocentric  +East  0 - 360;Asia;Sumerian;Linea, lineae;LI;v22;Approved;Sep 23, 2010;111;Sumerian desert goddess.;Name changed from Ningal Undae September 23, 2010.;9/23/10
Venus;Ningal Undae;UN;60.7;9;225;4289;[Ningal Undae];Ningal Undae;Venus;225;9;60.7;9;9;60.7;60.7;Planetocentric  +East  0 - 360;Asia;Sumerian;Unda, undae;UN;v22;Dropped;1994;111;Sumerian desert goddess.;Name changed to Ningal Lineae September 23, 2010.;9/23/10
Venus;Ningyo Fluctus;FL;206;-5.5;970;4291;Ningyo Fluctus;Ningyo Fluctus;Venus;970;-5.5;206;-5.5;-5.5;206;206;Planetocentric  +East  0 - 360;Asia;Japan;Fluctus, fluctūs;FL;v38;Approved;1994;111;Japanese fish goddess.;;10/1/06
Venus;Ninhursag Corona;CR;23.5;-38;125;4292;Ninhursag Corona;Ninhursag Corona;Venus;125;-38;23.5;-38;-38;23.5;23.5;Planetocentric  +East  0 - 360;Asia;Babylon;Corona, coronae;CR;v44;Approved;1994;88;Babylonian earth goddess.;;10/1/06
Venus;Ninisinna Mons;MO;197.5;25.7;110;4293;Ninisinna Mons;Ninisinna Mons;Venus;110;25.7;197.5;26.2;25.2;198;197;Planetocentric  +East  0 - 360;Asia;Mesopotamian;Mons, montes;MO;v14;Approved;2006;127;Mesopotamian goddess of health and healing.;;10/1/06
