BODY;NAME;TYPECODE;LONGIN;LATIN;LENGTHKM;Feature_ID;Feature_Name;Clean_Feature_Name;Target;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;Approval_Status;Approval_Date;Reference;Origin;Additional_Info;Last_Updated
Venus;Andami;AA;26.5;-17.5;28.9;258;Andami;Andami;Venus;28.9;-17.5;26.5;-17.5;-17.5;26.5;26.5;Planetocentric  +East  0 - 360;Asia;Iran;Crater, craters;AA;v32;Approved;1991;;Iranian doctor.;;10/1/06
Venus;Andreianova;AA;68.8;-3;66.1;263;Andreianova;Andreianova;Venus;66.1;-3;68.8;-3;-3;68.8;68.8;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v34;Approved;1994;99;Elena. Russian ballerina (c. 1821-c. 1855).;;12/30/08
Venus;Angerona Tholus;TH;287.2;-29.8;200;268;Angerona Tholus;Angerona Tholus;Venus;200;-29.8;287.2;-29.8;-29.8;287.2;287.2;Planetocentric  +East  0 - 360;Europe;Italy;Tholus, tholi;TH;v53;Approved;1997;83;Italian goddess of silence.;;10/1/06
Venus;Angrboda Tholus;TH;116;-73.8;80;271;Angrboda Tholus;Angrboda Tholus;Venus;80;-73.8;116;-73.8;-73.8;116;116;Planetocentric  +East  0 - 360;Europe;Norse;Tholus, tholi;TH;v57;Approved;1997;107;Norse Titaness, mother of three terrible deities.;;10/1/06
Venus;Anicia;AA;31.3;-26.3;38.2;278;Anicia;Anicia;Venus;38.2;-26.3;31.3;-26.3;-26.3;31.3;31.3;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;v45;Approved;1991;99;Greek physician, poet (fl. c.300 B.C.).;;10/1/06
Venus;Anjea Corona;CR;282.8;-29;145;14213;Anjea Corona;Anjea Corona;Venus;145;-29;282.8;-28.5;-29.6;283.5;282.2;Planetocentric  +East  0 - 360;Oceania;Australia;Corona, coronae;CR;v53;Approved;Sep 25, 2006;127;Australian (Queensland) mother and guardian goddess, forms infants from mud and places them into their future mothers.;;1/16/07
Venus;Annapurna Corona;CR;152;-35.5;300;282;Annapurna Corona;Annapurna Corona;Venus;300;-35.5;152;-35.5;-35.5;152;152;Planetocentric  +East  0 - 360;Asia;India;Corona, coronae;CR;v49;Approved;1994;27;Indian goddess of wealth.;;10/1/06
Venus;Annia Faustina;AA;4.7;22.1;23.4;284;Annia Faustina;Annia Faustina;Venus;23.4;22.1;4.7;22.1;22.1;4.7;4.7;Planetocentric  +East  0 - 360;Europe;Roman;Crater, craters;AA;v20;Approved;1991;99;Roman empress, wife of Marcus Aurelius (125-175 A.D.).;;10/1/06
Venus;Anning Paterae;PE;57.8;66.5;0;285;Anning Paterae;Anning Paterae;Venus;0;66.5;57.8;66.5;66.5;57.8;57.8;Planetocentric  +East  0 - 360;Europe;Great Britain;Patera, paterae;PE;v02;Approved;1991;46;Mary. English paleontologist (1799-1847).;;10/1/06
Venus;Anpao Dorsa;DO;207;62;550;286;Anpao Dorsa;Anpao Dorsa;Venus;550;62;207;62;62;207;207;Planetocentric  +East  0 - 360;North America;Dakota;Dorsum, dorsa;DO;v05;Approved;1997;107;Dakota name of the dawn.;;10/1/06
Venus;Anqet Farra;FR;311.5;33.6;125;287;Anqet Farra;Anqet Farra;Venus;125;33.6;311.5;33.6;33.6;311.5;311.5;Planetocentric  +East  0 - 360;Africa;Egypt;Farrum, farra;FR;v18;Approved;1994;83;Egyptian goddess of fertile waters.;;10/1/06
Venus;Anqet Farrum;FR;311.5;33.6;125;6780;[Anqet Farrum];Anqet Farrum;Venus;125;33.6;311.5;33.6;33.6;311.5;311.5;Planetocentric  +East  0 - 360;Africa;Egypt;Farrum, farra;FR;v18;Dropped;1994;83;Egyptian goddess of fertile waters. Changed to Anqet Farra.;;3/1/07
Venus;Anthony Patera;PE;32.6;48.2;70;292;Anthony Patera;Anthony Patera;Venus;70;48.2;32.6;48.3;48.2;33;32.1;Planetocentric  +East  0 - 360;North America;American;Patera, paterae;PE;v09;Approved;1991;46;Susan B.. American suffrage leader (1820-1906).;;10/1/06
Venus;Antiope Linea;LI;350;-40;0;295;Antiope Linea;Antiope Linea;Venus;0;-40;350;-40;-40;350;350;Planetocentric  +East  0 - 360;Europe;Greek;Linea, lineae;LI;v55;Approved;1982;19;Amazon awarded to Theseus.;;10/1/06
Venus;Antonina;AA;106.8;28.1;13.8;299;Antonina;Antonina;Venus;13.8;28.1;106.8;28.1;28.1;106.8;106.8;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v11;Approved;1985;98;Russian first name.;;12/30/08
Venus;Anuket Vallis;VA;8;66.7;350;305;Anuket Vallis;Anuket Vallis;Venus;350;66.7;8;66.7;66.7;8;8;Planetocentric  +East  0 - 360;Africa;Egypt;Vallis, valles;VA;v02;Approved;1994;1;Egyptian river goddess.;;10/1/06
Venus;Anush;AA;86.5;14.9;12.7;306;Anush;Anush;Venus;12.7;14.9;86.5;14.9;14.9;86.5;86.5;Planetocentric  +East  0 - 360;Asia;Armenian;Crater, craters;AA;v22;Approved;1994;108;Armenian first name.;;3/26/14
Venus;Anya;AA;297.8;39.5;18.1;308;Anya;Anya;Venus;18.1;39.5;297.8;39.5;39.5;298.7;297.7;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v17;Approved;1985;98;Russian first name.;;12/30/08
Venus;Apakura Tholus;TH;208.8;40.3;10;313;Apakura Tholus;Apakura Tholus;Venus;10;40.3;208.8;40.3;40.2;205.9;205.8;Planetocentric  +East  0 - 360;Oceania;New Zealand;Tholus, tholi;TH;v14;Approved;2006;127;Māori (New Zealand) goddess of justice.;;12/1/10
Venus;Apgar Patera;PE;83.8;43.1;126;316;Apgar Patera;Apgar Patera;Venus;126;43.1;83.8;43.1;43;84.6;82.9;Planetocentric  +East  0 - 360;North America;American;Patera, paterae;PE;v10;Approved;1991;46;Virginia. American doctor (1909-1974).;;10/1/06
Venus;Aphrodite Terra;TA;104.8;-5.8;10000;317;Aphrodite Terra;Aphrodite Terra;Venus;10000;-5.8;104.8;9.4;-11.2;178;12.2;Planetocentric  +East  0 - 360;Europe;Greek;Terra, terrae;TA;v35;Approved;1979;1;Greek goddess of love.;;10/1/06
Venus;Api Mons;MO;54.7;38.9;190;318;Api Mons;Api Mons;Venus;190;38.9;54.7;39.5;38.1;55;54.5;Planetocentric  +East  0 - 360;Europe;Scythia;Mons, montes;MO;v09;Approved;1985;27;Scythian goddess of earth.;;12/30/08
Venus;Apisuahts Vallis;VA;17;-66.5;550;322;Apisuahts Vallis;Apisuahts Vallis;Venus;550;-66.5;17;-66.5;-66.5;17;17;Planetocentric  +East  0 - 360;North America;Algonquin;Vallis, valles;VA;v56;Approved;1997;107;Blackfoot/Algonquin name for planet Venus.;;10/1/06
Venus;Aramaiti Corona;CR;82;-26.3;350;340;Aramaiti Corona;Aramaiti Corona;Venus;350;-26.3;82;-26.3;-26.3;82;82;Planetocentric  +East  0 - 360;Asia;Persian;Corona, coronae;CR;v46;Approved;1994;1;Persian fertility goddess.;;10/1/06
Venus;Aranyani Chasma;CM;74.4;69.3;718;343;Aranyani Chasma;Aranyani Chasma;Venus;718;69.3;74.4;72;67.3;74.8;72.9;Planetocentric  +East  0 - 360;Asia;India;Chasma, chasmata;CM;v03;Approved;1985;65;Indian forest goddess.;;10/1/06
Venus;Ardwinna Chasma;CM;197;21;500;354;Ardwinna Chasma;Ardwinna Chasma;Venus;500;21;197;21;21;197;197;Planetocentric  +East  0 - 360;Europe;Celtic;Chasma, chasmata;CM;v26;Approved;1997;107;Continental Celtic wildwood goddess.;;10/1/06
Venus;Arev Dorsa;DO;216;-52;420;360;Arev Dorsa;Arev Dorsa;Venus;420;-52;216;-52;-52;216;216;Planetocentric  +East  0 - 360;Asia;Armenian;Dorsum, dorsa;DO;v59;Approved;2000;65;Armenian female solar deity.;;12/30/08
Venus;Argimpasa Fluctus;FL;175.5;0;950;366;Argimpasa Fluctus;Argimpasa Fluctus;Venus;950;0;175.5;0;0;175.5;175.5;Planetocentric  +East  0 - 360;Europe;Scythia;Fluctus, fluctūs;FL;;Approved;1997;65;Scythian goddess of love.;;12/30/08
Venus;Ariadne;AA;360;43.9;23.6;374;Ariadne;Ariadne;Venus;23.6;43.9;360;43.9;43.7;359.8;0.2;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;;Approved;1985;43;Greek first name.;Central peak in this crater defines zero degrees longitude.;1/4/08
Venus;Arianrod Fossae;FO;239.9;37;715;376;Arianrod Fossae;Arianrod Fossae;Venus;715;37;239.9;39.9;34.2;242.2;238.1;Planetocentric  +East  0 - 360;Europe;Celtic;Fossa, fossae;FO;v15;Approved;1985;65;Celtic warrior queen.;;10/1/06
Venus;Artemis Chasma;CM;138.5;-41.2;3087;400;Artemis Chasma;Artemis Chasma;Venus;3087;-41.2;138.5;-28.9;-33.4;143.3;121.7;Planetocentric  +East  0 - 360;Europe;Greek;Chasma, chasmata;CM;v48;Approved;1982;1;Greek goddess of hunt/moon.;;10/1/06
Venus;Artemis Corona;CR;135;-35;2600;401;Artemis Corona;Artemis Corona;Venus;2600;-35;135;-35;-35;135;135;Planetocentric  +East  0 - 360;Europe;Greek;Corona, coronae;CR;v48;Approved;1994;1;Named from associated chasma.;;10/1/06
Venus;Artio Chasma;CM;39;-35.5;450;404;Artio Chasma;Artio Chasma;Venus;450;-35.5;39;-35.5;-35.5;39;39;Planetocentric  +East  0 - 360;Europe;Celtic;Chasma, chasmata;CM;v45;Approved;1997;107;Celtic wildlife bear-goddess.;;10/1/06
Venus;Arubani Fluctus;FL;132;-55;620;407;Arubani Fluctus;Arubani Fluctus;Venus;620;-55;132;-55;-55;132;132;Planetocentric  +East  0 - 360;Asia;Urartu;Fluctus, fluctūs;FL;v58;Approved;1997;107;Urartu supreme goddess.;;10/1/06
Venus;Aruru Corona;CR;262;9;450;409;Aruru Corona;Aruru Corona;Venus;450;9;262;9;9;262;262;Planetocentric  +East  0 - 360;Asia;Sumerian;Corona, coronae;CR;v28;Approved;1994;83;Sumerian earth goddess.;;10/1/06
Venus;Asherat Colles;CO;162;12;500;423;Asherat Colles;Asherat Colles;Venus;500;12;162;13.5;10;165.5;159;Planetocentric  +East  0 - 360;Asia;Phoenician;Collis, colles;CO;v25;Approved;2003;1;Phoenician goddess known as "Asherat-of-the-Sea.";;10/1/06
Venus;Ashnan Corona;CR;357;50.2;300;424;Ashnan Corona;Ashnan Corona;Venus;300;50.2;357;50.2;50.2;357;357;Planetocentric  +East  0 - 360;Asia;Sumerian;Corona, coronae;CR;v07;Approved;1994;83;Sumerian harvest goddess.;;10/1/06
Venus;Ashtart Tholus;TH;247;48.7;138;425;Ashtart Tholus;Ashtart Tholus;Venus;138;48.7;247;49.3;48;247.2;246.7;Planetocentric  +East  0 - 360;Asia;Phoenician;Tholus, tholi;TH;v16;Approved;1985;1;Phoenician goddess of love, fertility and war. personification of planet Venus.;;10/1/06
Venus;Asiaq Dorsa;DO;55;-53;400;427;Asiaq Dorsa;Asiaq Dorsa;Venus;400;-53;55;-51;-55;58;52;Planetocentric  +East  0 - 360;North America;Eskimo;Dorsum, dorsa;DO;v56;Approved;1997;107;Eskimo weather goddess.;;10/1/06
Venus;Asintmah Corona;CR;208;25.9;150;428;Asintmah Corona;Asintmah Corona;Venus;150;25.9;208;26.6;25.2;208.6;207.4;Planetocentric  +East  0 - 360;North America;Canada;Corona, coronae;CR;v14;Approved;2006;127;Athabaskan (W. Canada Subarctic) Earth and nature goddess. the first woman on Earth.;;10/1/06
Venus;Asmik;AA;166.4;3.9;19.5;430;Asmik;Asmik;Venus;19.5;3.9;166.4;3.9;3.9;166.4;166.4;Planetocentric  +East  0 - 360;Asia;Armenian;Crater, craters;AA;v25;Approved;1994;108;Armenian first name.;;3/26/14
Venus;Asomama Corona;CR;21.6;23.3;180;431;Asomama Corona;Asomama Corona;Venus;180;23.3;21.6;23.3;23.3;21.6;21.6;Planetocentric  +East  0 - 360;South and Central America;Peru;Corona, coronae;CR;v20;Approved;2000;65;Quechua potato goddess.;;10/1/06
Venus;Aspasia Corona;CR;189.1;56.1;200;433;Aspasia Corona;Aspasia Corona;Venus;200;56.1;189.1;56.1;56.1;189.1;189.1;Planetocentric  +East  0 - 360;Europe;Greek;Corona, coronae;CR;v05;Approved;1997;99;Name changed from Aspasia Patera.;;10/1/06
Venus;Aspasia Patera;PE;189;56.4;200;6785;[Aspasia Patera];Aspasia Patera;Venus;200;56.4;189;0;0;189.5;188.7;Planetocentric  +East  0 - 360;Europe;Greek;Patera, paterae;PE;v05;Dropped;1985;99;One of most outstanding women of ancient Greece (c. 470-429 B.C.). Name changed to Aspasia Corona.;;3/1/07
Venus;Asteria Regio;RE;267.5;21.6;1131;437;Asteria Regio;Asteria Regio;Venus;1131;21.6;267.5;26.1;17.1;271.5;263.5;Planetocentric  +East  0 - 360;Europe;Greek;Regio, regiones;RE;v28;Approved;1982;1;Greek Titaness.;;10/1/06
Venus;Astkhik Planum;PM;20;-45;2000;439;Astkhik Planum;Astkhik Planum;Venus;2000;-45;20;-45;-45;20;20;Planetocentric  +East  0 - 360;Asia;Armenian;Planum, plana;PM;v44;Approved;1997;107;Armenian goddess of love.;;12/30/08
Venus;Astrid;AA;335.2;-21.4;10.5;441;Astrid;Astrid;Venus;10.5;-21.4;335.2;-21.4;-21.4;335.2;335.2;Planetocentric  +East  0 - 360;Europe;Scandinavian;Crater, craters;AA;v43;Approved;1991;109;Scandinavian first name.;;10/1/06
Venus;Atahensik Corona;CR;170;-19;700;444;Atahensik Corona;Atahensik Corona;Venus;700;-19;170;-19;-19;170;170;Planetocentric  +East  0 - 360;North America;Iroquois;Corona, coronae;CR;v37;Approved;1997;107;Huron/Iroquois goddess, creator of the sun and moon.;;10/1/06
Venus;Atai Mons;MO;291;-22;250;445;Atai Mons;Atai Mons;Venus;250;-22;291;-22;-22;291;291;Planetocentric  +East  0 - 360;Africa;Ghana;Mons, montes;MO;v41;Approved;1997;107;Efik (Ghana) wife of sky god Abassi.;;10/1/06
Venus;Atalanta Planitia;PL;165.8;45.6;2050;447;Atalanta Planitia;Atalanta Planitia;Venus;2050;45.6;165.8;47.5;43.7;181.4;148.5;Planetocentric  +East  0 - 360;Europe;Greek;Planitia, planitiae;PL;v13;Approved;1982;1;Greek mythical heroine.;;10/1/06
Venus;Atanua Mons;MO;308.9;9.5;1000;448;Atanua Mons;Atanua Mons;Venus;1000;9.5;308.9;9.5;9.5;308.9;308.9;Planetocentric  +East  0 - 360;Oceania;Marquesas Islands;Mons, montes;MO;v30;Approved;1997;1;Dawn goddess from Marquesas Islands.;;10/1/06
Venus;Atargatis Corona;CR;8.6;-8;360;449;Atargatis Corona;Atargatis Corona;Venus;360;-8;8.6;-8;-8;8.6;8.6;Planetocentric  +East  0 - 360;Asia;Turkey;Corona, coronae;CR;v32;Approved;1994;83;Hittite fertility goddess.;;10/1/06
Venus;Atete Corona;CR;243.5;-16;600;452;Atete Corona;Atete Corona;Venus;600;-16;243.5;-16;-16;243.5;243.5;Planetocentric  +East  0 - 360;Africa;Ethiopia;Corona, coronae;CR;v40;Approved;1994;107;Oromo (Ethiopia) fertility goddess.;;10/1/06
Venus;Athena Tessera;TE;175;35;1800;454;Athena Tessera;Athena Tessera;Venus;1800;35;175;35;35;175;175;Planetocentric  +East  0 - 360;Europe;Greek;Tessera, tesserae;TE;v13;Approved;1997;107;Greek goddess of wisdom.;;10/1/06
Venus;Atira Mons;MO;267.6;52.2;152;455;Atira Mons;Atira Mons;Venus;152;52.2;267.6;52.3;52;268.8;266.5;Planetocentric  +East  0 - 360;North America;Pawnee;Mons, montes;MO;v06;Approved;1985;1;Pawnee (N. America) wife of Great Spirit Tirawa.;;10/1/06
Venus;Atla Regio;RE;200.1;9.2;3200;456;Atla Regio;Atla Regio;Venus;3200;9.2;200.1;20.4;-3.3;206.2;187.3;Planetocentric  +East  0 - 360;Europe;Norway;Regio, regiones;RE;v26;Approved;1982;27;Norse giantess, mother of Heimdall.;;10/1/06
Venus;Atropos Tessera;TE;304;71.5;469;461;Atropos Tessera;Atropos Tessera;Venus;469;71.5;304;72;71.1;310.9;297.2;Planetocentric  +East  0 - 360;Europe;Greek;Tessera, tesserae;TE;v07;Approved;1985;1;Greek. one of three Fates.;;10/1/06
Venus;Atse Estsan Corona;CR;92;8.5;150;462;Atse Estsan Corona;Atse Estsan Corona;Venus;150;8.5;92;8.5;8.5;92;92;Planetocentric  +East  0 - 360;North America;Navajo;Corona, coronae;CR;v23;Approved;1994;83;Navajo fertility goddess.;;10/1/06
Venus;Atsyrkhus Mons;MO;227;-78.5;170;463;Atsyrkhus Mons;Atsyrkhus Mons;Venus;170;-78.5;227;-78.5;-78.5;227;227;Planetocentric  +East  0 - 360;Europe;Caucasus;Mons, montes;MO;v62;Approved;1997;107;Ossetian, daughter of sun god Khur.;;5/15/10
Venus;Attabeira Corona;CR;211.5;-1.5;240;464;Attabeira Corona;Attabeira Corona;Venus;240;-1.5;211.5;-0.9;-2;212.2;210.7;Planetocentric  +East  0 - 360;South and Central America;Puerto Rico;Corona, coronae;CR;v39;Approved;2003;127;Taino (Puerto Rico) fertility goddess.;;10/1/06
Venus;Audhumla Corona;CR;12;45.5;225;467;Audhumla Corona;Audhumla Corona;Venus;225;45.5;12;45.5;45.5;12;12;Planetocentric  +East  0 - 360;Europe;Norse;Corona, coronae;CR;v08;Approved;1994;83;Norse primordial nourisher.;;10/1/06
Venus;Audra Planitia;PL;72;61;1900;469;Audra Planitia;Audra Planitia;Venus;1900;61;72;64;58;90;54;Planetocentric  +East  0 - 360;Europe;Lithuania;Planitia, planitiae;PL;v03;Approved;1991;64;Lithuanian sea mistress.;;11/2/09
Venus;Audrey;AA;348.1;23.8;15.2;470;Audrey;Audrey;Venus;15.2;23.8;348.1;23.8;23.8;348.1;348.1;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v31;Approved;1994;82;English first name.;;10/1/06
Venus;Aurelia;AA;331.8;20.3;31.1;472;Aurelia;Aurelia;Venus;31.1;20.3;331.8;20.3;20.3;331.8;331.8;Planetocentric  +East  0 - 360;Europe;Roman;Crater, craters;AA;v31;Approved;1991;99;Mother of Julius Caesar.;;10/1/06
Venus;Auska Dorsum;DO;357.8;59.9;361;478;Auska Dorsum;Auska Dorsum;Venus;361;59.9;357.8;61.1;58.4;359.9;355.8;Planetocentric  +East  0 - 360;Europe;Lithuania;Dorsum, dorsa;DO;v07;Approved;1985;65;Lithuanian goddess of sun rays.;;10/1/06
Venus;Ausra Dorsa;DO;25.3;49.4;859;498;Aušrā Dorsa;Ausra Dorsa;Venus;859;49.4;25.3;52;46.8;29.8;20.8;Planetocentric  +East  0 - 360;Europe;Lithuania;Dorsum, dorsa;DO;v08;Approved;1985;65;Lithuanian dawn goddess.;;11/17/08
Venus;Austen;AA;168.4;-25;45.1;483;Austen;Austen;Venus;45.1;-25;168.4;-25;-25;168.4;168.4;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;;Approved;1994;99;Jane. English novelist (1775-1817).;;10/1/06
Venus;Austrina Vallis;VA;177;-49.5;600;492;Austrina Vallis;Austrina Vallis;Venus;600;-49.5;177;-49.5;-49.5;177;177;Planetocentric  +East  0 - 360;Europe;Latvia;Vallis, valles;VA;v49;Approved;1997;107;Latvian name for planet Venus.;;10/1/06
Venus;Avene;AA;149.4;40.4;10;502;Avene;Avene;Venus;10;40.4;149.4;40.4;40.4;149.4;149.4;Planetocentric  +East  0 - 360;Africa;Ghana;Crater, craters;AA;v12;Approved;1997;107;Akan (Ghana) first name.;;10/1/06
Venus;Avfruvva Vallis;VA;70;2;70;508;Avfruvva Vallis;Avfruvva Vallis;Venus;70;2;70;2;2;70;70;Planetocentric  +East  0 - 360;Europe;Finland;Vallis, valles;VA;v22;Approved;1994;111;Saami (Lapp) river goddess.;;10/1/06
Venus;Avviyar;AA;353.7;-18;20.6;512;Avviyar;Avviyar;Venus;20.6;-18;353.7;-18;-18;353.7;353.7;Planetocentric  +East  0 - 360;Asia;India;Crater, craters;AA;v43;Approved;1991;84;Tamil poet (c. 100 B.C.).;;10/1/06
Venus;Awenhai Mons;MO;248;-60;100;513;Awenhai Mons;Awenhai Mons;Venus;100;-60;248;-60;-60;248;248;Planetocentric  +East  0 - 360;North America;Iroquois;Mons, montes;MO;v60;Approved;1997;107;Mohawk/Iroquois fertility goddess.;;10/1/06
Venus;Ayana;AA;175.5;-29.2;13.8;518;Ayana;Ayana;Venus;13.8;-29.2;175.5;-29.2;-29.2;175.5;175.5;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v49;Approved;1994;108;Altai first name.;;3/26/14
Venus;Ayashe;AA;31.4;22.7;6.7;519;Ayashe;Ayashe;Venus;6.7;22.7;31.4;22.7;22.7;31.4;31.4;Planetocentric  +East  0 - 360;Africa;Nigeria;Crater, craters;AA;v21;Approved;1997;107;Hausa first name.;;10/1/06
Venus;Ayisatu;AA;5.5;34.6;7;520;Ayisatu;Ayisatu;Venus;7;34.6;5.5;34.6;34.6;5.5;5.5;Planetocentric  +East  0 - 360;Africa;Mali;Crater, craters;AA;v08;Approved;1997;107;Fulbe first name.;;10/1/06
Venus;Ayrton Patera;PE;227.3;6;85;522;Ayrton Patera;Ayrton Patera;Venus;85;6;227.3;6;6;227.3;227.3;Planetocentric  +East  0 - 360;Europe;England;Patera, paterae;PE;v27;Approved;1994;99;Hertha M.. English physicist (1854-1923).;;10/1/06
Venus;Azham Corona;CR;252.7;66.4;380;14627;Azham Corona;Azham Corona;Venus;380;66.4;252.7;67.8;64.7;256.6;248.7;Planetocentric  +East  0 - 360;Europe;Caucasus;Corona, coronae;CR;v06;Approved;Dec 9, 2009;65;Karachay and Balkar (N. Caucasus) great goddess of the nature forces.;;12/9/09
Venus;Azimua Tholi;TH;249.35;-34.05;40;14175;Azimua Tholi;Azimua Tholi;Venus;40;-34.05;249.35;-33.9;-34.2;249.7;249;Planetocentric  +East  0 - 360;Asia;Sumerian;Tholus, tholi;TH;v52;Approved;2006;65;Sumerian underworld goddess.;;10/1/06
Venus;Baba Jaga Chasma;CM;49.5;53.2;580;530;Baba-Jaga Chasma;Baba Jaga Chasma;Venus;580;53.2;49.5;54.3;52.3;53.5;44.5;Planetocentric  +East  0 - 360;Europe;Slavic;Chasma, chasmata;CM;v02;Approved;1985;65;Slavic forest witch.;;12/30/08
Venus;Bachira;AA;10;26.5;7.3;538;Bachira;Bachira;Venus;7.3;26.5;10;26.5;26.5;10;10;Planetocentric  +East  0 - 360;Africa;Algeria;Crater, craters;AA;v08;Approved;1997;107;Algerian first name.;;10/1/06
Venus;Bachue Corona;CR;261.4;73.3;463;540;Bachue Corona;Bachue Corona;Venus;463;73.3;261.4;73.7;73.1;268.4;254.4;Planetocentric  +East  0 - 360;South and Central America;Colombia;Corona, coronae;CR;v06;Approved;1985;65;Chibcha (Colombia) goddess of fertility.;;10/1/06
Venus;Badarzewska;AA;137.2;-22.6;29.6;547;Badarzewska;Badarzewska;Venus;29.6;-22.6;137.2;-22.6;-22.6;137.2;137.2;Planetocentric  +East  0 - 360;Europe;Poland;Crater, craters;AA;v36;Approved;1991;99;Thekla. Polish composer (1834-1861).;;10/1/06
Venus;Badb Linea;LI;15;14;1750;548;Badb Linea;Badb Linea;Venus;1750;14;15;14;14;15;15;Planetocentric  +East  0 - 360;Europe;Ireland;Linea, lineae;LI;v20;Approved;1997;111;Irish war goddess.;;10/1/06
Venus;Bagbartu Mons;MO;279;65.5;600;554;Bagbartu Mons;Bagbartu Mons;Venus;600;65.5;279;65.5;65.5;279;279;Planetocentric  +East  0 - 360;Asia;Urartu;Mons, montes;MO;v06;Approved;1997;107;Urartu goddess, worshipped at Musasir.;;10/1/06
Venus;Ba het Corona;CR;0.1;48.4;145;650;Ba'het Corona;Ba het Corona;Venus;145;48.4;0.1;48.4;48.4;0.1;0.1;Planetocentric  +East  0 - 360;Africa;Egypt;Corona, coronae;CR;v08;Approved;1997;;Egyptian who defeated Portuguese. Changed from Ba'het Patera.;;5/15/10
Venus;Ba het Patera;PE;0.1;48.4;145;6791;[Ba'het Patera];Ba het Patera;Venus;145;48.4;0.1;48.5;48.4;360;0;Planetocentric  +East  0 - 360;Africa;Egypt;Patera, paterae;PE;v08;Dropped;1991;;Egyptian who defeated Portuguese. Changed to Ba'het Corona.;;5/15/10
Venus;Bahriyat;AA;357.5;50.3;5;559;Bahriyat;Bahriyat;Venus;5;50.3;357.5;50.3;50.3;357.5;357.5;Planetocentric  +East  0 - 360;Europe;Caucasus;Crater, craters;AA;v07;Approved;1997;107;Kumyk (Daghestan) first name.;;12/30/08
Venus;Baker;AA;40.3;62.5;109;564;Baker;Baker;Venus;109;62.5;40.3;62.5;62.5;40.3;40.3;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v02;Approved;1994;99;Josephine. American expatriate dancer, singer (1906-1975).;;5/15/10
Venus;Bakhtadze Patera;PE;219.5;45.5;50;565;Bakhtadze Patera;Bakhtadze Patera;Venus;50;45.5;219.5;45.5;45.5;219.5;219.5;Planetocentric  +East  0 - 360;Asia;Georgia;Patera, paterae;PE;v15;Approved;1997;107;Kseniya. Georgian tea geneticist (1899-1978).;;5/15/10
Venus;Bakisat;AA;356.8;26;7.4;567;Bakisat;Bakisat;Venus;7.4;26;356.8;26;26;356.8;356.8;Planetocentric  +East  0 - 360;Europe;Caucasus;Crater, craters;AA;v19;Approved;1997;107;Chechen first name.;;12/30/08
Venus;Balch;AA;282.9;29.9;40;572;Balch;Balch;Venus;40;29.9;282.9;29.9;29.9;282.9;282.9;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v17;Approved;1994;99;Emily. American economist, Nobel laureate (1867-1961).;;10/1/06
Venus;Baltis Vallis;VA;161.4;37.3;6000;584;Baltis Vallis;Baltis Vallis;Venus;6000;37.3;161.4;37.3;37.3;161.4;161.4;Planetocentric  +East  0 - 360;Asia;Syria;Vallis, valles;VA;v13;Approved;1994;107;Syrian word for planet Venus.;;10/1/06
Venus;Banba Corona;CR;209.2;-47.2;110;593;Banba Corona;Banba Corona;Venus;110;-47.2;209.2;-47.2;-47.2;209.2;209.2;Planetocentric  +East  0 - 360;Europe;Ireland;Corona, coronae;CR;v50;Approved;1997;27;Irish earth goddess.;;10/1/06
Venus;Banumbirr Vallis;VA;4;-7;400;598;Banumbirr Vallis;Banumbirr Vallis;Venus;400;-7;4;-7;-7;4;4;Planetocentric  +East  0 - 360;Oceania;Australia;Vallis, valles;VA;v32;Approved;1997;126;Arnhemland word for planet Venus.;;10/1/06
Venus;Ban Zhao;AA;147;17.1;39;591;Ban Zhao;Ban Zhao;Venus;39;17.1;147;17.1;17.1;147;147;Planetocentric  +East  0 - 360;Asia;China;Crater, craters;AA;v24;Approved;1991;102;Chinese historian (c. A.D. 35-100).;;10/1/06
Venus;Baranamtarra;AA;267.8;17.9;25.5;602;Baranamtarra;Baranamtarra;Venus;25.5;17.9;267.8;17.9;17.9;267.8;267.8;Planetocentric  +East  0 - 360;Asia;Assyro-Babylonian;Crater, craters;AA;v28;Approved;1994;99;Mesopotamian queen (c. 2500 B.C.).;;10/1/06
