BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Mercury;Mahler;MEAA1979S34136W;Named formation;Crater;AA;Gustav Theodore MAHLER;IAU approuved 1976;Composer;Austria;from Austria;20;20 th century;???;1860;???;1911;???;341.36;18 ° 38 '  W;-19.79;20 ° 47 ' S;H-06;103.71;103.71;62;62;Mercury;3592;Mahler;Mahler;Crater, craters;AA;103.71;-19.79;341.36;-18.57;-21;342.65;340.06;Planetographic  +East  0 - 360;H-06;Gustav. Austrian composer (1860-1911).;Europe;Austria;Approved;1976;59;07/03/2011;
Mercury;Mansart;MEAA7266N23623W;Named formation;Crater;AA;Jules Hardouin MANSART;IAU approuved 1979;Architect;France;from France;18;18 th century;???;1646;???;1708;???;236.23;123 ° 46 '  W;72.66;72 ° 20 ' N;H-01;84.97;84.97;51;51;Mercury;3636;Mansart;Mansart;Crater, craters;AA;84.97;72.66;236.23;73.66;71.66;239.58;232.88;Planetographic  +East  0 - 360;H-01;Jules Hardouin. French architect (c. 1646-1708).;Europe;France;Approved;1979;59;07/03/2011;
Mercury;Mansur;MEAA4734N19648W;Named formation;Crater;AA;Ustad MANSUR;IAU approuved 1979;Painter;India;from India;17;17 th century;???;???;???;???;???;196.48;163 ° 31 '  W;47.34;47 ° 40 ' N;H-03;94.87;94.87;57;57;Mercury;3638;Mansur;Mansur;Crater, craters;AA;94.87;47.34;196.48;48.45;46.23;198.12;194.84;Planetographic  +East  0 - 360;H-03;Ustad. Indian painter (17th century).;Asia;India;Approved;1979;59;07/03/2011;
Mercury;March;MEAA3092N18378W;Named formation;Crater;AA;Ausias MARCH;IAU approuved 1979;Poet;Spain;from Spain;15;15 th century;???;1397;???;1459;???;183.78;176 ° 13 '  W;30.92;30 ° 5 ' N;H-03;83.28;83.28;50;50;Mercury;3656;March;March;Crater, craters;AA;83.28;30.92;183.78;31.9;29.95;184.92;182.65;Planetographic  +East  0 - 360;H-03;Ausias. Spanish (Catalan) poet (1397-1459).;Europe;Spain;Approved;1979;59;07/03/2011;
Mercury;Mark Twain;MEAA1090S22192W;Named formation;Crater;AA;Samuel Clemens aka MARK TWAIN;IAU approuved 1976;Novelist;U. S. A.;from U. S. A.;20;20 th century;???;1835;???;1910;???;221.92;138 ° 5 '  W;-10.9;11 ° 54 ' S;H-07;142.41;142.41;86;86;Mercury;3718;Mark Twain;Mark Twain;Crater, craters;AA;142.41;-10.9;221.92;-9.22;-12.57;223.62;220.22;Planetographic  +East  0 - 360;H-07;(Samuel Clemens). American novelist, satirist (1835-1910).;North America;American;Approved;1976;59;07/03/2011;
Mercury;Marti;MEAA7592S19197W;Named formation;Crater;AA;Jose Julian Marti y Perez MARTI;IAU approuved 1976;Poet;Cuba;from Cuba;19;19 th century;???;1853;???;1895;???;191.97;168 ° 2 '  W;-75.92;76 ° 55 ' S;H-15;69.48;69.48;42;42;Mercury;3730;MartÃ­;Marti;Crater, craters;AA;69.48;-75.92;191.97;-75.11;-76.74;195.32;188.61;Planetographic  +East  0 - 360;H-15;Jose Julian Marti y Perez. Cuban poet and essayist (1853-1895).;South and Central America;Cuba;Approved;1976;59;07/03/2011;
Mercury;Martial;MEAA6837N18175W;Named formation;Crater;AA;Marcus Valerius MARTIAL;IAU approuved 1979;Epigrammist;Roma;from Roma;1;1 th century;???;40;???;103;???;181.75;178 ° 15 '  W;68.37;68 ° 38 ' N;H-01;51.42;51.42;31;31;Mercury;3726;Martial;Martial;Crater, craters;AA;51.42;68.37;181.75;68.97;67.77;183.38;180.11;Planetographic  +East  0 - 360;H-01;Marcus Valerius. Roman epigrammist (c. A.D. 40-c. 103).;Europe;Roman;Approved;1979;59;07/03/2011;
Mercury;Matabei;MEAA3984S34606W;Named formation;Crater;AA;Iwasa MATABEI;IAU approuved Jul 9, 2009;Painter;Japan;from Japan;17;17 th century;???;1578;???;1650;???;346.06;13 ° 56 '  W;-39.84;40 ° 50 ' S;H-11;23.52;23.52;14;14;Mercury;14587;Matabei;Matabei;Crater, craters;AA;23.52;-39.84;346.06;-39.56;-40.12;346.42;345.7;Planetographic  +East  0 - 360;H-11;Iwasa. Japanese painter (1578-1650).;Asia;Japan;Approved;Jul 9, 2009;211;07/03/2011;
Mercury;Matisse;MEAA2379S26989W;Named formation;Crater;AA;Henri MATISSE;IAU approuved 1976;Painter;France;from France;20;20 th century;???;1869;???;1954;???;269.89;90 ° 7 '  W;-23.79;24 ° 47 ' S;H-12;189.04;189.04;114;114;Mercury;3750;Matisse;Matisse;Crater, craters;AA;189.04;-23.79;269.89;-21.57;-26.01;272.32;267.46;Planetographic  +East  0 - 360;H-12;Henri. French painter and sculptor (1869-1954).;Europe;France;Approved;1976;59;07/03/2011;
Mercury;Melville;MEAA2212N35020W;Named formation;Crater;AA;Herman MELVILLE;IAU approuved 1976;Novelist;U. S. A.;from U. S. A.;19;19 th century;???;1819;???;1891;???;350.2;9 ° 48 '  W;22.12;22 ° 53 ' N;H-02;146.45;146.45;88;88;Mercury;3824;Melville;Melville;Crater, craters;AA;146.45;22.12;350.2;23.84;20.4;352.06;348.35;Planetographic  +East  0 - 360;H-02;Herman. American novelist (1819-1891).;North America;American;Approved;1976;59;07/03/2011;
Mercury;Mena;MEAA15S23536W;Named formation;Crater;AA;Juan de MENA;IAU approuved 1976;Poet;Spain;from Spain;15;15 th century;???;1411;???;1456;???;235.36;124 ° 38 '  W;-0.15;1 ° 9 ' S;H-07;15.19;15.19;9;9;Mercury;3830;Mena;Mena;Crater, craters;AA;15.19;-0.15;235.36;0.03;-0.33;235.54;235.19;Planetographic  +East  0 - 360;H-07;Juan de. Spanish poet (1411-1456).;Europe;Spain;Approved;1976;59;07/03/2011;
Mercury;Mendelssohn;MEAA7007N10255E;Named formation;Crater;AA;Jakob Ludwig Felix MENDELSSOHN;IAU approuved Apr 24, 2012;Composer;Germany;from Germany;19;19 th century;???;1809;???;1847;???;102.55;102 ° 27 '  E;70.07;70 ° 56 ' N;H-01;291.06;291.06;176;176;Mercury;14966;Mendelssohn;Mendelssohn;Crater, craters;AA;291.06;70.07;102.55;73.42;66.58;112.44;92.68;Planetographic  +East  0 - 360;H-01;Jakob Ludwig Felix. German composer (1809-1847).;Europe;Germany;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Mendes Pinto;MEAA6165S34242W;Named formation;Crater;AA;F. MENDES PINTO;IAU approuved 1976;Author;Portugal;from Portugal;16;16 th century;???;1510;???;1583;???;342.42;17 ° 35 '  W;-61.65;62 ° 39 ' S;H-11;192.21;192.21;116;116;Mercury;3838;Mendes Pinto;Mendes Pinto;Crater, craters;AA;192.21;-61.65;342.42;-59.42;-63.88;346.91;337.91;Planetographic  +East  0 - 360;H-11;F.. Portuguese prose author (c. 1510-1583).;Europe;Portugal;Approved;1976;59;07/03/2011;
Mercury;Michelangelo;MEAA4490S25027W;Named formation;Crater;AA;Buonarroti MICHELANGELO;IAU approuved 1979;Painter;Italy;from Italy;16;16 th century;???;1475;???;1564;???;250.27;109 ° 44 '  W;-44.9;45 ° 54 ' S;H-12;229.71;229.71;139;139;Mercury;3881;Michelangelo;Michelangelo;Crater, craters;AA;229.71;-44.9;250.27;-42.2;-47.6;254.08;246.46;Planetographic  +East  0 - 360;H-12;Buonarroti. Italian painter, sculptor and architect (1475-1564).;Europe;Italy;Approved;1979;59;07/03/2011;
Mercury;Mickiewicz;MEAA2315N25670W;Named formation;Crater;AA;Adam Bernard MICKIEWICZ;IAU approuved 1976;Poet;Poland;from Poland;19;19 th century;???;1798;???;1855;???;256.7;103 ° 18 '  W;23.15;23 ° 51 ' N;H-03;102.69;102.69;62;62;Mercury;3884;Mickiewicz;Mickiewicz;Crater, craters;AA;102.69;23.15;256.7;24.36;21.95;258.01;255.38;Planetographic  +East  0 - 360;H-03;Adam Bernard. Polish poet (1798-1855).;Europe;Poland;Approved;1976;59;07/03/2011;
Mercury;Milton;MEAA2612S18499W;Named formation;Crater;AA;John MILTON;IAU approuved 1976;Poet;England;from England;17;17 th century;???;1608;???;1674;???;184.99;175 ° 1 '  W;-26.12;27 ° 7 ' S;H-12;180.85;180.85;109;109;Mercury;3906;Milton;Milton;Crater, craters;AA;180.85;-26.12;184.99;-24;-28.24;187.36;182.63;Planetographic  +East  0 - 360;H-12;John. English poet (1608-1674).;Europe;England;Approved;1976;59;07/03/2011;
Mercury;Mirni Rupes;MERU3854S32099W;Named formation;Scarp;RU;MIRNI RUPES;IAU approuved 1976;Ship;Russia;from Russia;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Bellingshausen's ship for Antarctic exploration, 1819-21.;320.99;39 ° 1 '  W;-38.54;39 ° 32 ' S;H-11;258.02;??;156;??;Mercury;3923;Mirni Rupes;Mirni Rupes;Rupes, rupÄ“s;RU;258.02;-38.54;320.99;-36.17;-40.97;323.28;318.68;Planetographic  +East  0 - 360;H-11;Russian. Bellingshausen's ship for Antarctic exploration, 1819-21.;Europe;Russia;Approved;1976;59;07/03/2011;
Mercury;Mistral;MEAA471N30542W;Named formation;Crater;AA;Gabriela MISTRAL;IAU approuved 1976;Poet;Chile;from Chile;20;20 th century;???;1889;???;1957;???;305.42;54 ° 35 '  W;4.71;4 ° 17 ' N;H-06;101.93;101.93;61;61;Mercury;3929;Mistral;Mistral;Crater, craters;AA;101.93;4.71;305.42;5.91;3.51;306.62;304.22;Planetographic  +East  0 - 360;H-06;Gabriela. Chilean poet (1889-1957).;South and Central America;Chile;Approved;1976;59;07/03/2011;
Mercury;Mofolo;MEAA3782S33182W;Named formation;Crater;AA;Thomas MOFOLO;IAU approuved 1976;Novelist;Lesotho;from Lesotho;20;20 th century;???;6/77;???;1948;???;331.82;28 ° 11 '  W;-37.82;38 ° 49 ' S;H-11;103.16;103.16;62;62;Mercury;3944;Mofolo;Mofolo;Crater, craters;AA;103.16;-37.82;331.82;-36.61;-39.03;333.36;330.29;Planetographic  +East  0 - 360;H-11;Thomas. South African (Lesotho) novelist (1876/77-1948).;Africa;Lesotho;Approved;1976;59;07/03/2011;
Mercury;Moliere;MEAA1545N34261W;Named formation;Crater;AA;Jean Baptiste Poquelin aka MOLIERE;IAU approuved 1976;Dramatist;France;from France;17;17 th century;???;1622;???;1673;???;342.61;17 ° 23 '  W;15.45;15 ° 33 ' N;H-06;139.26;139.26;84;84;Mercury;3954;MoliÃ¨re;Moliere;Crater, craters;AA;139.26;15.45;342.61;17.09;13.82;344.3;340.91;Planetographic  +East  0 - 360;H-06;Jean Baptiste Poquelin. French dramatist and satirist (1622-1673).;Europe;France;Approved;1976;59;07/03/2011;
Mercury;Monet;MEAA4425N35034W;Named formation;Crater;AA;Claude MONET;IAU approuved 1979;Painter;France;from France;20;20 th century;???;1840;???;1926;???;350.34;9 ° 40 '  W;44.25;44 ° 45 ' N;H-02;203.1;203.1;122;122;Mercury;3964;Monet;Monet;Crater, craters;AA;203.1;44.25;350.34;46.63;41.86;353.67;347.01;Planetographic  +East  0 - 360;H-02;Claude. French painter (1840-1926).;Europe;France;Approved;1979;59;07/03/2011;
Mercury;Monteverdi;MEAA6450N27912W;Named formation;Crater;AA;Claudi MONTEVERDI;IAU approuved 1979;Composer;Italy;from Italy;17;17 th century;???;1567;???;1643;???;279.12;80 ° 53 '  W;64.5;64 ° 30 ' N;H-02;133.57;133.57;80;80;Mercury;4022;Monteverdi;Monteverdi;Crater, craters;AA;133.57;64.5;279.12;66.07;62.94;282.77;275.48;Planetographic  +East  0 - 360;H-02;Claudi. Italian composer (1567-1643).;Europe;Italy;Approved;1979;59;07/03/2011;
Mercury;Moody;MEAA1321S14497E;Named formation;Crater;AA;Ronald MOODY;IAU approuved Nov 20, 2008;Painter;Jamaica;from Jamaica;20;20 th century;???;1900;???;1984;???;144.97;144 ° 2 '  E;-13.21;14 ° 13 ' S;H-08;82.57;82.57;49;49;Mercury;14512;Moody;Moody;Crater, craters;AA;82.57;-13.21;144.97;-12.24;-14.18;145.96;143.97;Planetographic  +East  0 - 360;H-08;Ronald. Jamaican sculptor and painter (1900-1984).;South and Central America;Jamaica;Approved;Nov 20, 2008;214;07/03/2011;
Mercury;Mozart;MEAA779N16959E;Named formation;Crater;AA;Wolfgang Amadeus MOZART;IAU approuved 1976;Composer;Austria;from Austria;18;18 th century;???;1756;???;1791;???;169.59;169 ° 25 '  E;7.79;7 ° 13 ' N;H-08;241.04;241.04;145;145;Mercury;4058;Mozart;Mozart;Crater, craters;AA;241.04;7.79;169.59;10.62;4.96;172.45;166.73;Planetographic  +East  0 - 360;H-08;W. A.. Austrian composer (1756-1791).;Europe;Austria;Approved;1976;59;07/03/2011;
Mercury;Munch;MEAA4054N15305E;Named formation;Crater;AA;Edvard MUNCH;IAU approuved Nov 20, 2008;Painter;Norway;from Norway;20;20 th century;???;1863;???;1944;???;153.05;153 ° 57 '  E;40.54;40 ° 28 ' N;H-04;57.04;57.04;34;34;Mercury;14513;Munch;Munch;Crater, craters;AA;57.04;40.54;153.05;41.21;39.87;153.93;152.17;Planetographic  +East  0 - 360;H-04;Edvard. Norwegian painter, printmaker, and draftsman (1863-1944).;Europe;Norway;Approved;Nov 20, 2008;211;07/03/2011;
Mercury;Munkacsy;MEAA2204N10115E;Named formation;Crater;AA;MihÃ¡ly MUNKACSY;IAU approuved Jul 9, 2009;Painter;Hungary;from Hungary;20;20 th century;???;1844;???;1900;???;101.15;101 ° 51 '  E;22.04;22 ° 58 ' N;H-04;193.36;193.36;117;117;Mercury;14588;MunkÃ¡csy;Munkacsy;Crater, craters;AA;193.36;22.04;101.15;24.31;19.77;103.6;98.71;Planetographic  +East  0 - 360;H-04;MihÃ¡ly. Hungarian painter (1844-1900).;Europe;Hungary;Approved;Jul 9, 2009;226;07/03/2011;
Mercury;Murasaki;MEAA1250S32950W;Named formation;Crater;AA;Shikibu MURASAKI;IAU approuved 1976;Poet;Japan;from Japan;11;11 th century;???;1014;???;1026;???;329.5;30 ° 30 '  W;-12.5;13 ° 30 ' S;H-06;132.24;132.24;80;80;Mercury;4071;Murasaki;Murasaki;Crater, craters;AA;132.24;-12.5;329.5;-10.94;-14.05;331.09;327.91;Planetographic  +East  0 - 360;H-06;Shikibu. Japanese novelist and poet (978-1014/1026).;Asia;Japan;Approved;1976;59;07/03/2011;
Mercury;Mussorgskij;MEAA3274N26238W;Named formation;Crater;AA;Modest MUSSORGSKIJ;IAU approuved 1979;Composer;Russia;from Russia;19;19 th century;???;1839;???;1881;???;262.38;97 ° 37 '  W;32.74;32 ° 16 ' N;H-03;115.71;115.71;70;70;Mercury;4079;Mussorgskij;Mussorgskij;Crater, craters;AA;115.71;32.74;262.38;34.1;31.39;264;260.77;Planetographic  +East  0 - 360;H-03;Modest. Russian composer (1839-1881).;Europe;Russia;Approved;1979;59;07/03/2011;
Mercury;Myron;MEAA7122N27510W;Named formation;Crater;AA;MYRON;IAU approuved 1979;Sculptor;Greece;from Greece;-5;5 th century B.C.;???;-480;???;-440;???;275.1;84 ° 54 '  W;71.22;71 ° 47 ' N;H-01;25.13;25.13;15;15;Mercury;4088;Myron;Myron;Crater, craters;AA;25.13;71.22;275.1;71.52;70.93;276.02;274.18;Planetographic  +East  0 - 360;H-01;Greek sculptor (fl. c. 480-440 B.C.).;Europe;Greek;Approved;1979;59;07/03/2011;
Mercury;Nabokov;MEAA1459S5573E;Named formation;Crater;AA;Vladimir NABOKOV;IAU approuved Apr 24, 2012;Writer;Russia;from Russia;20;20 th century;???;1899;???;1977;???;55.73;55 ° 16 '  E;-14.59;15 ° 35 ' S;H-10;165.54;165.54;100;100;Mercury;14967;Nabokov;Nabokov;Crater, craters;AA;165.54;-14.59;55.73;-12.65;-16.53;57.69;53.77;Planetographic  +East  0 - 360;H-10;Vladimir.  Russian and American writer (1899-1977).;Europe;Russia;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Nampeyo;MEAA4026S31011W;Named formation;Crater;AA;NAMPEYO;IAU approuved 1976;Potter;Hopi nation;from Hopi nation;20;20 th century;???;1860;???;1942;???;310.11;49 ° 53 '  W;-40.26;41 ° 16 ' S;H-11;49.2;49.2;29;29;Mercury;4131;Nampeyo;Nampeyo;Crater, craters;AA;49.2;-40.26;310.11;-39.68;-40.84;310.86;309.35;Planetographic  +East  0 - 360;H-11;Hopi potter (c. 1860-1942).;North America;Hopi;Approved;1976;80;07/03/2011;
Mercury;Navoi;MEAA5882N16059E;Named formation;Crater;AA;Alisher NAVOI;IAU approuved Nov 20, 2008;Poet;Uzbekistan;from Uzbekistan;16;16 th century;???;1441;???;1501;???;160.59;160 ° 25 '  E;58.82;58 ° 11 ' N;H-04;68.68;68.68;41;41;Mercury;14514;Navoi;Navoi;Crater, craters;AA;68.68;58.82;160.59;59.63;58.02;162.15;159.04;Planetographic  +East  0 - 360;H-04;Alisher. Uzbek poet (1441-1501).;Asia;Uzbekistan;Approved;Nov 20, 2008;64;07/03/2011;
Mercury;Nawahi;MEAA3591N14534E;Named formation;Crater;AA;Joseph Nawahi NAWAHI;IAU approuved Nov 20, 2008;Painter;Hawaii;from Hawaii;19;19 th century;???;1842;???;1896;???;145.34;145 ° 40 '  E;35.91;35 ° 5 ' N;H-04;37.8;37.8;22;22;Mercury;14515;Nawahi;Nawahi;Crater, craters;AA;37.8;35.91;145.34;36.36;35.47;145.89;144.8;Planetographic  +East  0 - 360;H-04;Joseph Nawahi. Native Hawaiian painter (1842-1896).;Oceania;Hawaii;Approved;Nov 20, 2008;215;07/03/2011;
Mercury;Neruda;MEAA5261S12580E;Named formation;Crater;AA;Pablo NERUDA;IAU approuved Apr 8, 2008;Poet;Chile;from Chile;20;20 th century;???;1904;???;1973;???;125.8;125 ° 12 '  E;-52.61;53 ° 37 ' S;H-13;111.55;111.55;67;67;Mercury;14391;Neruda;Neruda;Crater, craters;AA;111.55;-52.61;125.8;-51.3;-53.92;127.95;123.64;Planetographic  +East  0 - 360;H-13;Pablo. Chilean poet (1904-1973).;South and Central America;Chile;Approved;Apr 8, 2008;75;07/03/2011;
Mercury;Nervo;MEAA4263N18028W;Named formation;Crater;AA;Amado NERVO;IAU approuved 1979;Poet;Mexico;from Mexico;20;20 th century;???;1870;???;1919;???;180.28;179 ° 43 '  W;42.63;42 ° 22 ' N;H-03;66.32;66.32;40;40;Mercury;4220;Nervo;Nervo;Crater, craters;AA;66.32;42.63;180.28;43.41;41.86;181.27;179.24;Planetographic  +East  0 - 360;H-03;Amado. Mexican poet (1870-1919).;North America;Mexico;Approved;1979;59;07/03/2011;
Mercury;Neumann;MEAA3726S32547W;Named formation;Crater;AA;B. NEUMANN;IAU approuved 1976;Architect;Germany;from Germany;18;18 th century;???;1687;???;1753;???;325.47;34 ° 32 '  W;-37.26;38 ° 16 ' S;H-11;122.16;122.16;73;73;Mercury;4225;Neumann;Neumann;Crater, craters;AA;122.16;-37.26;325.47;-35.83;-38.69;327.27;323.66;Planetographic  +East  0 - 360;H-11;B.. German architect (1687-1753).;Europe;Germany;Approved;1976;59;07/03/2011;
Mercury;Nizami;MEAA7038N19288W;Named formation;Crater;AA;Elyas Yusof Ganjavi NIZAMI;IAU approuved 1979;Poet;Persian;from Persian;13;13 th century;???;1141;???;1209;???;192.88;167 ° 7 '  W;70.38;70 ° 37 ' N;H-01;76.88;76.88;46;46;Mercury;4315;NizÄmÄ«;Nizami;Crater, craters;AA;76.88;70.38;192.88;71.28;69.48;195.57;190.19;Planetographic  +East  0 - 360;H-01;Elyas Yusof Ganjavi. Persian epic poet (c. 1141-1209).;Asia;Persian;Approved;1979;59;07/03/2011;
Mercury;Nureyev;MEAA1163N18695W;Named formation;Crater;AA;Rudolf NUREYEV;IAU approuved Apr 24, 2012;Dancer;Russia;from Russia;20;20 th century;???;1938;???;1993;???;186.95;173 ° 3 '  W;11.63;11 ° 22 ' N;H-08;16.24;16.24;9;9;Mercury;14968;Nureyev;Nureyev;Crater, craters;AA;16.24;11.63;186.95;11.81;11.45;187.15;186.76;Planetographic  +East  0 - 360;H-08;Rudolf. Soviet and British ballet dancer of Tatar-Bashkir origin (1938-1993).;Europe;Russia;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Odin Planitia;MEPL2384N18996W;Named formation;Plain;PL;ODIN PLANITIA;IAU approuved 1976;God;Norway;from Norway;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Norse god.;189.96;170 ° 2 '  W;23.84;23 ° 10 ' N;H-03;472.84;??;286;??;Mercury;4404;Odin Planitia;Odin Planitia;Planitia, planitiae;PL;472.84;23.84;189.96;28.88;18.09;195.86;183.96;Planetographic  +East  0 - 360;H-03;Norse god.;Europe;Norway;Approved;1976;80;07/03/2011;
Mercury;Okyo;MEAA6995S28564W;Named formation;Crater;AA;Maruyama OKYO;IAU approuved 1985;Painter;Japan;from Japan;18;18 th century;???;1733;???;1795;???;285.64;74 ° 22 '  W;-69.95;70 ° 57 ' S;H-15;65.65;65.65;39;39;Mercury;6938;ÅŒkyo;Okyo;Crater, craters;AA;65.65;-69.95;285.64;-69.18;-70.72;287.88;283.39;Planetographic  +East  0 - 360;H-15;Maruyama. Japanese painter (1733-1795).;Asia;Japan;Approved;1985;59;07/03/2011;
Mercury;Oskison;MEAA6038N14536E;Named formation;Crater;AA;John Milton OSKISON;IAU approuved Nov 20, 2008;Author;Cherokee nation;from Cherokee nation;20;20 th century;???;1874;???;1947;???;145.36;145 ° 38 '  E;60.38;60 ° 37 ' N;H-04;121.88;121.88;73;73;Mercury;14516;Oskison;Oskison;Crater, craters;AA;121.88;60.38;145.36;61.81;58.95;148.25;142.46;Planetographic  +East  0 - 360;H-04;John Milton. Cherokee author (1874-1947).;North America;Cherokee;Approved;Nov 20, 2008;216;07/03/2011;
Mercury;Ovid;MEAA6962S33975W;Named formation;Crater;AA;Publius Naso OVID;IAU approuved 1976;Poet;Roma;from Roma;1;1 th century;???;-43;???;17;???;339.75;20 ° 15 '  W;-69.62;70 ° 37 ' S;H-15;41.59;41.59;25;25;Mercury;4532;Ovid;Ovid;Crater, craters;AA;41.59;-69.62;339.75;-69.13;-70.11;341.16;338.35;Planetographic  +East  0 - 360;H-15;Publius Ovidius Naso. Roman poet (43 B.C.-A.D. 17).;Europe;Roman;Approved;1976;59;07/03/2011;
Mercury;Pantheon Fossae;MEFO3019N16283E;Named formation;Trough;FO;PANTHEON FOSSAE;IAU approuved Apr 8, 2008;Building;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Classic domed Roman building begun in 27 BC by Marcus Agrippa, and rebuilt by Hadrian between AD 118 and 128.;162.83;162 ° 10 '  E;30.19;30 ° 49 ' N;H-04;311.49;??;188;??;Mercury;14396;Pantheon Fossae;Pantheon Fossae;Fossa, fossae;FO;311.49;30.19;162.83;33.84;26.53;167.06;158.6;Planetographic  +East  0 - 360;H-04;Classic domed Roman building begun in 27 BC by Marcus Agrippa, and rebuilt by Hadrian between AD 118 and 128.;Europe;Roman;Approved;Apr 8, 2008;59;07/03/2011;
Mercury;Pasch;MEAA4614N13487E;Named formation;Crater;AA;Ulrica Fredrica PASCH;IAU approuved Apr 24, 2012;Painter;Sweden;from Sweden;18;18 th century;???;1735;???;1796;???;134.87;134 ° 8 '  E;46.14;46 ° 52 ' N;H-04;36.66;36.66;22;22;Mercury;14969;Pasch;Pasch;Crater, craters;AA;36.66;46.14;134.87;46.57;45.71;135.4;134.35;Planetographic  +East  0 - 360;H-04;Ulrica Fredrica. Swedish painter (1735-1796).;Europe;Sweden;Approved;Apr 24, 2012;210;4/24/12;
Mercury;Pentas;MEAL500N5000E;Named formation;Albedo Feature;AL;PENTAS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;50;50 ° 0 '  E;5;5 ° 0 ' N;H-10;??;??;??;??;Mercury;4647;Pentas;Pentas;Albedo Feature;AL;0;5;50;;;;;Planetographic  +East  0 - 360;H-10;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Petipa;MEAA1152N2098E;Named formation;Crater;AA;Marius PETIPA;IAU approuved Apr 24, 2012;Dancer;France;from France;20;20 th century;???;1818;???;1910;???;20.98;20 ° 1 '  E;11.52;11 ° 29 ' N;H-10;12.03;12.03;7;7;Mercury;14970;Petipa;Petipa;Crater, craters;AA;12.03;11.52;20.98;11.65;11.38;21.13;20.84;Planetographic  +East  0 - 360;H-10;Marius. French and Russian choreographer and dancer (1818-1910).;Europe;France;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Petrarch;MEAA3047S33370W;Named formation;Crater;AA;Francesco PETRARCH;IAU approuved 1976;Poet;Italy;from Italy;14;14 th century;???;1304;???;1374;???;333.7;26 ° 18 '  W;-30.47;31 ° 28 ' S;H-11;166.66;166.66;100;100;Mercury;4672;Petrarch;Petrarch;Crater, craters;AA;166.66;-30.47;333.7;-28.52;-32.43;335.97;331.43;Planetographic  +East  0 - 360;H-11;Francesco. Italian poet (1304-1374).;Europe;Italy;Approved;1976;59;07/03/2011;
Mercury;Petronius;MEAA8630N31530W;Named formation;Crater;AA;Gaius PETRONIUS;IAU approuved Aug 6, 2012;Author;Roma;from Roma;67;67 th century;???;???;???;66;???;315.3;44 ° 42 '  W;86.3;86 ° 42 ' N;H-01;36;36;21;21;Mercury;15023;Petronius;Petronius;Crater, craters;AA;36;86.3;315.3;;;;;Planetographic  +East  0 - 360;H-01;Gaius Petronius Arbiter. Roman author (d. 66 ).;Europe;Roman;Approved;Aug 6, 2012;59;06/08/2012;
Mercury;Phaethontias;MEAL0N19300W;Named formation;Albedo Feature;AL;PHAETHONTIAS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;193;167 ° 0 '  W;0;0 ° 0 ' N;H-08;??;??;??;??;Mercury;4682;Phaethontias;Phaethontias;Albedo Feature;AL;0;0;193;;;;;Planetographic  +East  0 - 360;H-08;Albedo name for H-8, Tolstoj region.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Phidias;MEAA894N21033W;Named formation;Crater;AA;PHIDIAS;IAU approuved 1976;Sculptor;Greece;from Greece;-5;5 th century B.C.;???;-490;???;-430;???;210.33;149 ° 40 '  W;8.94;8 ° 4 ' N;H-08;168.46;168.46;101;101;Mercury;4686;Phidias;Phidias;Crater, craters;AA;168.46;8.94;210.33;10.79;7.1;212.25;208.41;Planetographic  +East  0 - 360;H-08;Greek sculptor (fl. c. 490-430 B.C.).;Europe;Greek;Approved;1976;59;07/03/2011;
Mercury;Philoxenus;MEAA868S24829W;Named formation;Crater;AA;PHILOXENUS;IAU approuved 1976;Poet;Greece;from Greece;-4;4 th century B.C.;???;-436;???;-380;???;248.29;111 ° 43 '  W;-8.68;9 ° 41 ' S;H-07;86.72;86.72;52;52;Mercury;4693;Philoxenus;Philoxenus;Crater, craters;AA;86.72;-8.68;248.29;-7.67;-9.7;249.32;247.26;Planetographic  +East  0 - 360;H-07;Greek lyric poet (436-380 B.C.).;Europe;Greek;Approved;1976;59;07/03/2011;
