BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Mercury;Bramante;MEAA4721S29849W;Named formation;Crater;AA;Donato BRAMANTE;IAU approuved 1976;Architect;Italy;from Italy;15;15 th century;???;1444;???;1514;???;298.49;61 ° 31 '  W;-47.21;48 ° 13 ' S;H-11;156;156;94;94;Mercury;860;Bramante;Bramante;Crater, craters;AA;156;-47.21;298.49;-45.38;-49.04;301.19;295.8;Planetographic  +East  0 - 360;H-11;Donato. Italian architect (1444-1514).;Europe;Italy;Approved;1976;59;07/03/2011;
Mercury;Bronte;MEAA3853N23248W;Named formation;Crater;AA;Sisters BRONTE;IAU approuved 1976;Painter;England;from England;19;19 th century;???;1816;???;1855;Charlotte (1816-1855), Emily (1818-1848), Anne (1820-1849). English novelists, and Branwell (1817-1848). author and painter.;232.48;127 ° 31 '  W;38.53;38 ° 28 ' N;H-03;68.31;68.31;41;41;Mercury;890;BrontÃ«;Bronte;Crater, craters;AA;68.31;38.53;232.48;39.33;37.73;233.5;231.45;Planetographic  +East  0 - 360;H-03;Charlotte (1816-1855), Emily (1818-1848), Anne (1820-1849). English novelists, and Branwell (1817-1848). author and painter.;Europe;England;Approved;1976;59;07/03/2011;
Mercury;Bruegel;MEAA4974N25039W;Named formation;Crater;AA;Pieter BRUEGEL;IAU approuved 1985;Painter;Flanders;from Flanders;16;16 th century;???;1525;???;1569;???;250.39;109 ° 37 '  W;49.74;49 ° 16 ' N;H-03;72.37;72.37;43;43;Mercury;898;Bruegel;Bruegel;Crater, craters;AA;72.37;49.74;250.39;50.59;48.89;251.71;249.08;Planetographic  +East  0 - 360;H-03;Pieter. Flemish painter (1525-1569).;Europe;Flemish;Approved;1985;59;07/03/2011;
Mercury;Brunelleschi;MEAA892S33757W;Named formation;Crater;AA;Filippo BRUNELLESCHI;IAU approuved 1976;Architect;Italy;from Italy;15;15 th century;???;1377;???;1446;???;337.57;22 ° 26 '  W;-8.92;9 ° 55 ' S;H-06;128.57;128.57;77;77;Mercury;899;Brunelleschi;Brunelleschi;Crater, craters;AA;128.57;-8.92;337.57;-7.41;-10.43;339.1;336.05;Planetographic  +East  0 - 360;H-06;Filippo. Florentine architect (1377-1446).;Europe;Italy;Approved;1976;59;07/03/2011;
Mercury;Budh Planitia;MEPL1955N20937W;Named formation;Plain;PL;BUDH PLANITIA;IAU approuved 1976;Not appliable;India;from India;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Hindu word for Mercury.;209.37;150 ° 38 '  W;19.55;19 ° 27 ' N;H-08;816.25;??;494;??;Mercury;909;Budh Planitia;Budh Planitia;Planitia, planitiae;PL;816.25;19.55;209.37;28.42;10.47;219;200.35;Planetographic  +East  0 - 360;H-08;Hindu word for Mercury.;Asia;India;Approved;1976;83;07/03/2011;
Mercury;Burns;MEAA5414N24217W;Named formation;Crater;AA;Robert BURNS;IAU approuved 1985;Poet;Scotland;from Scotland;18;18 th century;???;1759;???;1796;???;242.17;117 ° 50 '  W;54.14;54 ° 52 ' N;H-03;43.02;43.02;26;26;Mercury;926;Burns;Burns;Crater, craters;AA;43.02;54.14;242.17;54.64;53.63;243.03;241.31;Planetographic  +East  0 - 360;H-03;Robert. Scottish national poet (1759-1796).;Europe;Scotland;Approved;1985;59;07/03/2011;
Mercury;Byron;MEAA870S32707W;Named formation;Crater;AA;Lord G. G. BYRON;IAU approuved 1976;Poet;England;from England;19;19 th century;???;1788;???;1824;???;327.07;32 ° 56 '  W;-8.7;9 ° 42 ' S;H-06;106.58;106.58;64;64;Mercury;944;Byron;Byron;Crater, craters;AA;106.58;-8.7;327.07;-7.45;-9.95;328.34;325.81;Planetographic  +East  0 - 360;H-06;G. G.. English poet (1788-1824).;Europe;England;Approved;1976;59;07/03/2011;
Mercury;Caduceata;MEAL4500N22500W;Named formation;Albedo Feature;AL;CADUCEATA;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo name for H-3, Shakespeare region.;225;135 ° 0 '  W;45;45 ° 0 ' N;H-03;??;??;??;??;Mercury;956;Caduceata;Caduceata;Albedo Feature;AL;0;45;225;;;;;Planetographic  +East  0 - 360;H-03;Albedo name for H-3, Shakespeare region.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Callicrates;MEAA6649S32964W;Named formation;Crater;AA;CALLICRATES;IAU approuved 1976;Architect;Greece;from Greece;-5;5 th century B.C.;???;???;???;???;???;329.64;30 ° 22 '  W;-66.49;67 ° 29 ' S;H-15;68.32;68.32;41;41;Mercury;976;Callicrates;Callicrates;Crater, craters;AA;68.32;-66.49;329.64;-65.69;-67.29;331.65;327.63;Planetographic  +East  0 - 360;H-15;Greek architect (5th century B.C.).;Europe;Greek;Approved;1976;59;07/03/2011;
Mercury;Caloris Montes;MEMO3146N18585W;Named formation;Mountain;MO;CALORIS MONTES;IAU approuved 1976;Not appliable;Latin;from Latin;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;"Hot mountains". surface temperature hottest near this position.;185.85;174 ° 9 '  W;31.46;31 ° 32 ' N;H-03;1023.45;??;619;??;Mercury;978;Caloris Montes;Caloris Montes;Mons, montes;MO;1023.45;31.46;185.85;48.13;14.48;188.98;170.22;Planetographic  +East  0 - 360;H-03;"Hot mountains". surface temperature hottest near this position.;Europe;Latin;Approved;1976;80;07/03/2011;
Mercury;Caloris Planitia;MEPL3257N16231E;Named formation;Plain;PL;CALORIS PLANITIA;IAU approuved 1976;Not appliable;Latin;from Latin;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;"Hot plain". surface temperature hottest near this position.;162.31;162 ° 41 '  E;32.57;32 ° 26 ' N;H-04;685.18;??;414;??;Mercury;979;Caloris Planitia;Caloris Planitia;Planitia, planitiae;PL;685.18;32.57;162.31;48.6;15.54;183.21;142.03;Planetographic  +East  0 - 360;H-04;"Hot plain". surface temperature hottest near this position.;Europe;Latin;Approved;1976;80;07/03/2011;
Mercury;Calvino;MEAA393S30402W;Named formation;Crater;AA;Italo CALVINO;IAU approuved Jul 9, 2009;Writer;Italy;from Italy;20;20 th century;???;1923;???;1985;???;304.02;55 ° 59 '  W;-3.93;4 ° 56 ' S;H-06;67.23;67.23;40;40;Mercury;14577;Calvino;Calvino;Crater, craters;AA;67.23;-3.93;304.02;-3.14;-4.72;304.81;303.22;Planetographic  +East  0 - 360;H-06;Italo. Italian writer (1923-1985).;Europe;Italy;Approved;Jul 9, 2009;87;07/03/2011;
Mercury;Camoes;MEAA7121S29182W;Named formation;Crater;AA;Luiz (Vas) de CAMOES;IAU approuved 1976;Poet;Portugal;from Portugal;16;16 th century;???;1524;???;1580;???;291.82;68 ° 11 '  W;-71.21;72 ° 13 ' S;H-15;69.67;69.67;42;42;Mercury;994;CamÃµes;Camoes;Crater, craters;AA;69.67;-71.21;291.82;-70.39;-72.03;294.36;289.28;Planetographic  +East  0 - 360;H-15;Luiz (Vas) de. Portuguese poet (c. 1524-1580).;Europe;Portugal;Approved;1976;59;07/03/2011;
Mercury;Carducci;MEAA3654S26944W;Named formation;Crater;AA;Giosue CARDUCCI;IAU approuved 1976;Poet;Italy;from Italy;20;20 th century;???;1835;???;1907;???;269.44;90 ° 34 '  W;-36.54;37 ° 32 ' S;H-12;108.19;108.19;65;65;Mercury;1017;Carducci;Carducci;Crater, craters;AA;108.19;-36.54;269.44;-35.27;-37.81;271.03;267.86;Planetographic  +East  0 - 360;H-12;Giosue. Italian poet (1835-1907).;Europe;Italy;Approved;1976;59;07/03/2011;
Mercury;Catullus;MEAA2196N29244W;Named formation;Crater;AA;Gaius Valerius CATULLUS;IAU approuved Dec 19, 2012;Poet;Roma;from Roma;-1;1 th century B.C.;???;-84;???;-54;???;292.44;67 ° 34 '  W;21.96;21 ° 2 ' N;H-06;100.25;100.25;60;60;Mercury;15078;Catullus;Catullus;Crater, craters;AA;100.25;21.96;292.44;23.13;20.78;293.68;291.2;Planetographic  +East  0 - 360;H-06;Gaius Valerius. Roman poet (c. 84-c. 54 B.C.).;Europe;Roman;Approved;Dec 19, 2012;182;12/19/12;
Mercury;Cervantes;MEAA7605S23573W;Named formation;Crater;AA;Miguel de CERVANTES;IAU approuved 1976;Poet;Spain;from Spain;17;17 th century;???;1547;???;1616;???;235.73;124 ° 16 '  W;-76.05;77 ° 3 ' S;H-15;213.16;213.16;129;129;Mercury;1113;Cervantes;Cervantes;Crater, craters;AA;213.16;-76.05;235.73;-73.55;-78.55;246.16;225.29;Planetographic  +East  0 - 360;H-15;Miguel de. Spanish novelist, playwright and poet (1547-1616).;Europe;Spain;Approved;1976;59;07/03/2011;
Mercury;Cezanne;MEAA847S23635W;Named formation;Crater;AA;Paul CEZANNE;IAU approuved 1985;Painter;France;from France;20;20 th century;???;1839;???;1906;???;236.35;123 ° 39 '  W;-8.47;9 ° 28 ' S;H-07;67.49;67.49;40;40;Mercury;1374;CÃ©zanne;Cezanne;Crater, craters;AA;67.49;-8.47;236.35;-7.68;-9.27;237.15;235.55;Planetographic  +East  0 - 360;H-07;Paul. French painter (1839-1906).;Europe;France;Approved;1985;59;07/03/2011;
Mercury;Chaikovskij;MEAA790N30913W;Named formation;Crater;AA;P. I. CHAIKOVSKIJ;IAU approuved 1976;Composer;Russia;from Russia;19;19 th century;???;1840;???;1893;???;309.13;50 ° 52 '  W;7.9;7 ° 6 ' N;H-06;171.02;171.02;103;103;Mercury;1121;Chaikovskij;Chaikovskij;Crater, craters;AA;171.02;7.9;309.13;9.9;5.89;311.15;307.1;Planetographic  +East  0 - 360;H-06;P. I.. Russian composer (1840-1893).;Europe;Russia;Approved;1976;59;07/03/2011;
Mercury;Chao Meng Fu;MEAA8785S22681W;Named formation;Crater;AA;CHAO MENG FU;IAU approuved 1976;Painter;China;from China;14;14 th century;???;1254;???;1322;???;226.81;133 ° 11 '  W;-87.85;88 ° 51 ' S;H-15;128.65;128.65;77;77;Mercury;1140;Chao Meng-Fu;Chao Meng Fu;Crater, craters;AA;128.65;-87.85;226.81;-86.33;-89.36;271.34;182.29;Planetographic  +East  0 - 360;H-15;Chinese painter and calligrapher (1254-1322).;Asia;China;Approved;1976;59;07/03/2011;
Mercury;Chekhov;MEAA3622S29867W;Named formation;Crater;AA;Anton CHEKHOV;IAU approuved 1976;Writer;Russia;from Russia;20;20 th century;???;1860;???;1904;???;298.67;61 ° 20 '  W;-36.22;37 ° 13 ' S;H-11;193.84;193.84;117;117;Mercury;1171;Chekhov;Chekhov;Crater, craters;AA;193.84;-36.22;298.67;-33.95;-38.5;301.49;295.85;Planetographic  +East  0 - 360;H-11;Anton. Russian playwright and writer (1860-1904).;Europe;Russia;Approved;1976;59;07/03/2011;
Mercury;Chesterton;MEAA8838N22551W;Named formation;Crater;AA;Gilbert Keith CHESTERTON;IAU approuved Sep 17, 2012;Author;England;from England;20;20 th century;???;1874;???;1936;???;225.51;134 ° 29 '  W;88.38;88 ° 37 ' N;H-01;37.23;37.23;22;22;Mercury;15033;Chesterton;Chesterton;Crater, craters;AA;37.23;88.38;225.51;88.8;87.93;241.13;210.02;Planetographic  +East  0 - 360;H-01;Gilbert Keith. English author (1874-1936).;Europe;England;Approved;Sep 17, 2012;75;9/17/12;
Mercury;Chiang K ui;MEAA1474N25723W;Named formation;Crater;AA;CHIANG K UI;IAU approuved 1976;Composer;China;from China;12;12 th century;???;???;???;???;???;257.23;102 ° 46 '  W;14.74;14 ° 16 ' N;H-07;41.11;41.11;24;24;Mercury;1178;Chiang K'ui;Chiang K ui;Crater, craters;AA;41.11;14.74;257.23;15.22;14.25;257.73;256.74;Planetographic  +East  0 - 360;H-07;Chinese composer (12th century).;Asia;China;Approved;1976;80;07/03/2011;
Mercury;Chong Ch ol;MEAA4671N24247W;Named formation;Crater;AA;CHONG CH OL;IAU approuved 1979;Poet;Korea;from Korea;16;16 th century;???;1536;???;1593;???;242.47;117 ° 32 '  W;46.71;46 ° 17 ' N;H-03;143.22;143.22;86;86;Mercury;1213;ChÅng Ch'Ål;Chong Ch ol;Crater, craters;AA;143.22;46.71;242.47;48.39;45.03;244.92;240.02;Planetographic  +East  0 - 360;H-03;Korean poet (1536-1593).;Asia;Korea;Approved;1979;80;07/03/2011;
Mercury;Chopin;MEAA6550S23649W;Named formation;Crater;AA;Frederic CHOPIN;IAU approuved 1976;Composer;Poland;from Poland;19;19 th century;???;1810;???;1849;???;236.49;123 ° 31 '  W;-65.5;66 ° 30 ' S;H-15;131.34;131.34;79;79;Mercury;1197;Chopin;Chopin;Crater, craters;AA;131.34;-65.5;236.49;-63.96;-67.04;240.21;232.77;Planetographic  +East  0 - 360;H-15;Frederic. Polish-born French composer and pianist (1810-1849).;Europe;Poland;Approved;1976;59;07/03/2011;
Mercury;Chu Ta;MEAA202N25434W;Named formation;Crater;AA;CHU TA;IAU approuved 1976;Painter;China;from China;18;18 th century;???;1625;???;1705;???;254.34;105 ° 40 '  W;2.02;2 ° 59 ' N;H-07;100.38;100.38;60;60;Mercury;1208;Chu Ta;Chu Ta;Crater, craters;AA;100.38;2.02;254.34;3.2;0.84;255.52;253.16;Planetographic  +East  0 - 360;H-07;Chinese painter (c. 1625-1705).;Asia;China;Approved;1976;59;07/03/2011;
Mercury;Coleridge;MEAA5542S29377W;Named formation;Crater;AA;Samuel Taylor COLERIDGE;IAU approuved 1976;Poet;England;from England;18;18 th century;???;1772;???;1834;???;293.77;66 ° 14 '  W;-55.42;56 ° 25 ' S;H-11;111.68;111.68;67;67;Mercury;1266;Coleridge;Coleridge;Crater, craters;AA;111.68;-55.42;293.77;-54.11;-56.73;296.08;291.46;Planetographic  +East  0 - 360;H-11;Samuel Taylor. English poet (1772-1834).;Europe;England;Approved;1976;59;07/03/2011;
Mercury;Copland;MEAA3765N7305E;Named formation;Crater;AA;Aaron COPLAND;IAU approuved Mar 3, 2010;Composer;U. S. A.;from U. S. A.;20;20 th century;???;1900;???;1990;???;73.05;73 ° 57 '  E;37.65;37 ° 21 ' N;H-05;208.71;208.71;126;126;Mercury;14649;Copland;Copland;Crater, craters;AA;208.71;37.65;73.05;40.1;35.2;76.14;69.96;Planetographic  +East  0 - 360;H-05;Aaron. American composer and pianist (1900-1990).;North America;American;Approved;Mar 3, 2010;75;07/03/2011;
Mercury;Copley;MEAA3856S27405W;Named formation;Crater;AA;John Singleton COPLEY;IAU approuved 1976;Painter;U. S. A.;from U. S. A.;19;19 th century;???;1738;???;1815;???;274.05;85 ° 57 '  W;-38.56;39 ° 34 ' S;H-11;34.89;34.89;21;21;Mercury;1299;Copley;Copley;Crater, craters;AA;34.89;-38.56;274.05;-38.15;-38.97;274.57;273.52;Planetographic  +East  0 - 360;H-11;John Singleton. American painter (1738-1815).;North America;American;Approved;1976;59;07/03/2011;
Mercury;Couperin;MEAA2974N20810W;Named formation;Crater;AA;Francois COUPERIN;IAU approuved 1979;Composer;France;from France;18;18 th century;???;1688;???;1733;???;208.1;151 ° 54 '  W;29.74;29 ° 16 ' N;H-03;79.44;79.44;48;48;Mercury;1324;Couperin;Couperin;Crater, craters;AA;79.44;29.74;208.1;30.67;28.8;209.17;207.02;Planetographic  +East  0 - 360;H-03;Francois. French composer (1688-1733).;Europe;France;Approved;1979;59;07/03/2011;
Mercury;Cunningham;MEAA3037N15716E;Named formation;Crater;AA;Imogen CUNNINGHAM;IAU approuved Apr 8, 2008;Photographer;U. S. A.;from U. S. A.;20;20 th century;???;1883;???;1976;???;157.16;157 ° 50 '  E;30.37;30 ° 38 ' N;H-04;37.57;37.57;22;22;Mercury;14393;Cunningham;Cunningham;Crater, craters;AA;37.57;30.37;157.16;30.81;29.93;157.68;156.65;Planetographic  +East  0 - 360;H-04;Imogen. American photographer (1883-1976).;North America;American;Approved;Apr 8, 2008;75;07/03/2011;
Mercury;Cyllene;MEAL4100S9000E;Named formation;Albedo Feature;AL;CYLLENE;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;90;90 ° 0 '  E;-41;41 ° 0 ' S;;??;??;??;??;Mercury;1368;Cyllene;Cyllene;Albedo Feature;AL;0;-41;90;;;;;Planetographic  +East  0 - 360;;Albedo name for unimaged H-14 region.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Dali;MEAA4511N12003E;Named formation;Crater;AA;Salvador DALI;IAU approuved Nov 20, 2008;Painter;Spain;from Spain;20;20 th century;???;1904;???;1989;???;120.03;120 ° 58 '  E;45.11;45 ° 53 ' N;H-04;176.11;176.11;106;106;Mercury;14507;Dali;Dali;Crater, craters;AA;176.11;45.11;120.03;47.18;43.04;122.96;117.1;Planetographic  +East  0 - 360;H-04;Salvador. Spanish painter (1904-1989).;Europe;Spain;Approved;Nov 20, 2008;211;07/03/2011;
Mercury;Dario;MEAA2624S35054W;Named formation;Crater;AA;Ruben DARIO;IAU approuved 1976;Poet;Nicaragua;from Nicaragua;20;20 th century;???;1867;???;1916;???;350.54;9 ° 28 '  W;-26.24;27 ° 14 ' S;H-11;151.67;151.67;91;91;Mercury;1420;DarÃ­o;Dario;Crater, craters;AA;151.67;-26.24;350.54;-24.46;-28.03;352.52;348.55;Planetographic  +East  0 - 360;H-11;Ruben. Nicaraguan poet, journalist (1867-1916).;South and Central America;Nicaragua;Approved;1976;59;07/03/2011;
Mercury;de Graft;MEAA2214N200E;Named formation;Crater;AA;Joe DE GRAFT;IAU approuved Jul 9, 2009;Poet;Ghana;from Ghana;20;20 th century;???;1924;???;1978;???;2;2 ° 0 '  E;22.14;22 ° 52 ' N;H-05;68.16;68.16;41;41;Mercury;14578;de Graft;de Graft;Crater, craters;AA;68.16;22.14;2;22.94;21.34;2.86;1.13;Planetographic  +East  0 - 360;H-05;Joe. Ghanaian playwright, poet, and novelist (1924-1978).;Africa;Ghana;Approved;Jul 9, 2009;216;07/03/2011;
Mercury;Debussy;MEAA3397S1269E;Named formation;Crater;AA;Claude DEBUSSY;IAU approuved Mar 3, 2010;Composer;France;from France;20;20 th century;???;1862;???;1918;???;12.69;12 ° 19 '  E;-33.97;34 ° 58 ' S;H-14;80.16;80.16;48;48;Mercury;14647;Debussy;Debussy;Crater, craters;AA;80.16;-33.97;12.69;-33.03;-34.91;13.83;11.56;Planetographic  +East  0 - 360;H-14;Achille-Claude. French composer (1862-1918).;Europe;France;Approved;Mar 3, 2010;75;07/03/2011;
Mercury;Degas;MEAA3712N23201W;Named formation;Crater;AA;Edgar Allan DEGAS;IAU approuved 1979;Painter;France;from France;20;20 th century;???;1834;???;1917;???;232.01;127 ° 59 '  W;37.12;37 ° 53 ' N;H-03;54.9;54.9;33;33;Mercury;1458;Degas;Degas;Crater, craters;AA;54.9;37.12;232.01;37.76;36.47;232.82;231.2;Planetographic  +East  0 - 360;H-03;Edgar. French painter (1834-1917).;Europe;France;Approved;1979;59;07/03/2011;
Mercury;Delacroix;MEAA4435S23055W;Named formation;Crater;AA;Eugene DELACROIX;IAU approuved 1979;Painter;France;from France;19;19 th century;???;1798;???;1863;???;230.55;129 ° 27 '  W;-44.35;45 ° 21 ' S;H-12;157.77;157.77;95;95;Mercury;1466;Delacroix;Delacroix;Crater, craters;AA;157.77;-44.35;230.55;-42.5;-46.2;233.14;227.96;Planetographic  +East  0 - 360;H-12;Eugene. French painter (1798-1863).;Europe;France;Approved;1979;59;07/03/2011;
Mercury;Derain;MEAA882S1971E;Named formation;Crater;AA;André DERAIN;IAU approuved Jul 9, 2009;Painter;France;from France;20;20 th century;???;1880;???;1954;???;19.71;19 ° 17 '  E;-8.82;9 ° 49 ' S;H-10;167.47;167.47;101;101;Mercury;14579;Derain;Derain;Crater, craters;AA;167.47;-8.82;19.71;-6.85;-10.79;21.7;17.72;Planetographic  +East  0 - 360;H-10;Andre. French painter (1880-1954).;Europe;France;Approved;Jul 9, 2009;228;07/03/2011;
Mercury;Derzhavin;MEAA4611N32307W;Named formation;Crater;AA;Gavrila Romanovich DERZHAVIN;IAU approuved 1979;Poet;Russia;from Russia;19;19 th century;???;1743;???;1816;???;323.07;36 ° 56 '  W;46.11;46 ° 53 ' N;H-02;156.3;156.3;94;94;Mercury;1496;Derzhavin;Derzhavin;Crater, craters;AA;156.3;46.11;323.07;47.94;44.27;325.72;320.42;Planetographic  +East  0 - 360;H-02;Gavrila Romanovich. Russian poet (1743-1816).;Europe;Russia;Approved;1979;59;07/03/2011;
Mercury;Desprez;MEAA8105N25711W;Named formation;Crater;AA;Josquin DESPREZ;IAU approuved 1979;Composer;France;from France;16;16 th century;???;1440;???;1521;???;257.11;102 ° 53 '  W;81.05;81 ° 57 ' N;H-01;47.05;47.05;28;28;Mercury;1503;DesprÃ©z;Desprez;Crater, craters;AA;47.05;81.05;257.11;81.6;80.5;260.66;253.56;Planetographic  +East  0 - 360;H-01;Josquin. French composer (c. 1440-1521).;Europe;France;Approved;1979;59;07/03/2011;
Mercury;Dickens;MEAA7340S20437W;Named formation;Crater;AA;CharlesDICKENS;IAU approuved 1976;Novelist;England;from England;19;19 th century;???;1812;???;1870;???;204.37;155 ° 38 '  W;-73.4;74 ° 24 ' S;H-15;77.31;77.31;46;46;Mercury;1527;Dickens;Dickens;Crater, craters;AA;77.31;-73.4;204.37;-72.49;-74.31;207.55;201.19;Planetographic  +East  0 - 360;H-15;Charles. English novelist (1812-1870).;Europe;England;Approved;1976;59;07/03/2011;
Mercury;Discovery Rupes;MERU5470S32276W;Named formation;Scarp;RU;DISCOVERY RUPES;IAU approuved 1976;Ship;England;from England;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Cook's ship on last voyage to Pacific, 1776-80.;322.76;37 ° 14 '  W;-54.7;55 ° 42 ' S;H-11;411.91;??;249;??;Mercury;1548;Discovery Rupes;Discovery Rupes;Rupes, rupÄ“s;RU;411.91;-54.7;322.76;-50.57;-58.04;326.35;317.34;Planetographic  +East  0 - 360;H-11;English. Cook's ship on last voyage to Pacific, 1776-80.;Europe;England;Approved;1976;59;07/03/2011;
Mercury;Disney;MEAA6828S9987E;Named formation;Crater;AA;Walter Elias DISNEY;IAU approuved Dec 19, 2012;Film director;United States;from United States;20;20 th century;???;1901;???;1966;???;99.87;99 ° 8 '  E;-68.28;69 ° 17 ' S;H-15;113.44;113.44;68;68;Mercury;15079;Disney;Disney;Crater, craters;AA;113.44;-68.28;99.87;-66.95;-69.61;103.42;96.32;Planetographic  +East  0 - 360;H-15;Walter Elias. American film director, screenwriter, and animator. (1901-1966).;North America;United States;Approved;Dec 19, 2012;75;12/19/12;
Mercury;Dominici;MEAA132N32355W;Named formation;Crater;AA;Maria de DOMINICI;IAU approuved Mar 3, 2010;Painter;Malta;from Malta;18;18 th century;???;1645;???;1703;???;323.55;36 ° 27 '  W;1.32;1 ° 41 ' N;H-06;19.95;19.95;12;12;Mercury;14642;Dominici;Dominici;Crater, craters;AA;19.95;1.32;323.55;1.56;1.09;323.78;323.31;Planetographic  +East  0 - 360;H-06;(Suor) Maria de. Maltese sculptor and painter (1645-1703).;Europe;Malta;Approved;Mar 3, 2010;210;07/03/2011;
Mercury;Donne;MEAA299N34607W;Named formation;Crater;AA;John DONNE;IAU approuved 1976;Poet;England;from England;17;17 th century;???;1572;???;1631;???;346.07;13 ° 56 '  W;2.99;2 ° 1 ' N;H-06;85.64;85.64;51;51;Mercury;1576;Donne;Donne;Crater, craters;AA;85.64;2.99;346.07;3.99;1.98;347.08;345.06;Planetographic  +East  0 - 360;H-06;John. English poet (1572-1631).;Europe;England;Approved;1976;59;07/03/2011;
Mercury;Dostoevskij;MEAA4495S18376W;Named formation;Crater;AA;Fydor Mikhaylovich DOSTOEVSKIJ;IAU approuved 1979;Novelist;Russia;from Russia;19;19 th century;???;1821;???;1881;???;183.76;176 ° 14 '  W;-44.95;45 ° 57 ' S;H-12;430.35;430.35;260;260;Mercury;1626;Dostoevskij;Dostoevskij;Crater, craters;AA;430.35;-44.95;183.76;-40.72;-49.11;189.8;175.76;Planetographic  +East  0 - 360;H-12;Fydor Mikhaylovich. Russian novelist (1821-1881).;Europe;Russia;Approved;1979;59;07/03/2011;
Mercury;Dowland;MEAA5365S17955E;Named formation;Crater;AA;John DOWLAND;IAU approuved 1979;Composer;England;from England;17;17 th century;???;1562;???;1626;???;179.55;179 ° 27 '  E;-53.65;54 ° 39 ' S;H-13;158.5;158.5;95;95;Mercury;1633;Dowland;Dowland;Crater, craters;AA;158.5;-53.65;179.55;-52.39;-54.72;181.8;178.15;Planetographic  +East  0 - 360;H-13;John. English composer (1562-1626).;Europe;England;Approved;1979;59;07/03/2011;
Mercury;Durer;MEAA2155N24082W;Named formation;Crater;AA;Albrecht DURER;IAU approuved 1976;Painter;Germany;from Germany;16;16 th century;???;1471;???;1528;???;240.82;119 ° 11 '  W;21.55;21 ° 27 ' N;H-07;194.71;194.71;117;117;Mercury;1699;DÃ¼rer;Durer;Crater, craters;AA;194.71;21.55;240.82;23.83;19.26;243.28;238.37;Planetographic  +East  0 - 360;H-07;Albrecht. German painter (1471-1528).;Europe;Germany;Approved;1976;59;07/03/2011;
Mercury;Dvorak;MEAA933S34794W;Named formation;Crater;AA;Anton DVORAK;IAU approuved 1976;Composer;Czechoslovakia;from Czechoslovakia;20;20 th century;???;1841;???;1904;???;347.94;12 ° 4 '  W;-9.33;10 ° 20 ' S;H-06;74.38;74.38;45;45;Mercury;1678;DvorÃ¡k;Dvorak;Crater, craters;AA;74.38;-9.33;347.94;-8.46;-10.2;348.82;347.05;Planetographic  +East  0 - 360;H-06;Anton. Bohemian composer (1841-1904).;Europe;Czechoslovakia;Approved;1976;59;07/03/2011;
