BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHDATE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;LENGTHKM;WIDEKM;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Jupiter;SOUTH TEMPERATE BELT 240E;JUBE3000S24000;Named formation;Dark colored region;BE;SOUTH TEMPERATE BELT 240E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;240;240°0';-30;-30°0';388800;5700;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH TROPICAL ZONE 0E;JUZO3400S0;Named formation;Light colored region;ZO;SOUTH TROPICAL ZONE 0E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0;0°0';-34;-34°0';372200;4800;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH TROPICAL ZONE 120E;JUZO3400S12000;Named formation;Light colored region;ZO;SOUTH TROPICAL ZONE 120E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;120;120°0';-34;-34°0';372200;4800;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH TROPICAL ZONE 240E;JUZO3400S24000;Named formation;Light colored region;ZO;SOUTH TROPICAL ZONE 240E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;240;240°0';-34;-34°0';372200;4800;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH SOUTH TEMPERATE BELT 0E;JUBE4000S0;Named formation;Dark colored region;BE;SOUTH SOUTH TEMPERATE BELT 0E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0;0°0';-40;-40°0';343900;8800;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH SOUTH TEMPERATE BELT 120E;JUBE4000S12000;Named formation;Dark colored region;BE;SOUTH SOUTH TEMPERATE BELT 120E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;120;120°0';-40;-40°0';343900;8800;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH SOUTH TEMPERATE BELT 240E;JUBE4000S24000;Named formation;Dark colored region;BE;SOUTH SOUTH TEMPERATE BELT 240E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;240;240°0';-40;-40°0';343900;8800;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH POLAR REGION 0E;JUPR8000S0;Named formation;Jovian  polar region;PR;SOUTH POLAR REGION 0E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0;0°0';-80;-80°0';77900;58600;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH POLAR REGION 120E;JUPR8000S12000;Named formation;Jovian  polar region;PR;SOUTH POLAR REGION 120E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;120;120°0';-80;-80°0';77900;58600;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH POLAR REGION 240E;JUPR8000S24000;Named formation;Jovian  polar region;PR;SOUTH POLAR REGION 240E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;240;240°0';-80;-80°0';77900;58600;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;GREAT RED SPOT;JUCY2000S22500;Named formation;Anticyclone;CY;GREAT RED SPOT;Cassini / 1665 ?;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;225;225°0';-22.5;-22°30';15000;12000;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
